customer_id,age,tenure_months,segment,home_country,digital_only,kyc_risk_band,synthetic_identity_score
C101238,30,1970-04-13,Affluent,IN,0,High,0.037
C102342,54,1970-04-13,Affluent,CA,0,Low,0.194
C102473,71,1970-04-13,Mass,US,0,Medium,0.26
C103588,33,1970-04-13,Mass,IN,0,Medium,0.424
C105120,35,1970-04-13,Mass,US,1,Low,0.391
C102231,42,1970-04-13,SME,US,1,Medium,0.14
C102518,19,1970-04-13,Affluent,US,1,Low,0.119
C101497,49,1970-04-13,Mass,AE,1,High,0.088
C100449,56,1970-04-13,Affluent,IN,1,Medium,0.097
C102369,33,1970-04-13,Mass,US,1,Low,0.163
C104122,50,1970-04-13,Mass,US,1,Low,0.199
C102422,55,1970-04-13,Mass,UK,0,Medium,0.092
C105386,46,1970-04-13,Mass,US,1,Low,0.326
C105956,57,1970-04-13,Affluent,US,1,Low,0.328
C101551,54,1970-04-13,Affluent,AE,0,High,0.22
C105318,68,1970-04-13,Mass,IN,1,Medium,0.161
C101146,25,1970-04-13,Mass,AE,0,Low,0.613
C105598,56,1970-04-13,Mass,US,1,High,0.132
C102092,49,1970-04-14,Mass,US,1,Medium,0.248
C101313,23,1970-04-14,Mass,UK,1,Low,0.169
C102015,55,1970-04-14,SME,CA,1,Low,0.064
C104306,50,1970-04-14,Mass,US,1,Medium,0.194
C103708,75,1970-04-14,Affluent,US,0,Medium,0.257
C103008,73,1970-04-14,Mass,UK,0,Low,0.575
C101381,53,1970-04-14,Mass,IN,0,Low,0.096
C103248,68,1970-04-14,Mass,IN,0,Medium,0.227
C100413,30,1970-04-14,Mass,SG,1,Low,0.098
C100941,60,1970-04-14,Affluent,SG,0,Medium,0.066
C100801,56,1970-04-14,Mass,UK,1,Low,0.206
C104913,48,1970-04-14,Mass,US,0,Low,0.239
C105483,38,1970-04-14,Affluent,UK,0,Medium,0.072
C100256,44,1970-04-14,Mass,US,1,Low,0.482
C105886,51,1970-04-14,Affluent,SG,1,Low,0.15
C102235,69,1970-04-14,Mass,US,1,Low,0.026
C100647,76,1970-04-14,SME,US,1,Low,0.102
C101767,53,1970-04-14,Mass,US,1,Low,0.282
C104105,55,1970-04-14,Affluent,US,1,Low,0.278
C103935,71,1970-04-14,Mass,IN,0,High,0.141
C105412,77,1970-04-14,Affluent,IN,0,Medium,0.164
C103949,75,1970-04-14,Mass,SG,0,Low,0.221
C100024,28,1970-04-14,Mass,US,0,Medium,0.123
C101088,43,1970-04-14,Mass,US,0,Low,0.273
C105111,74,1970-04-15,SME,IN,0,Low,0.204
C104165,41,1970-04-15,Affluent,US,0,Low,0.052
C100112,42,1970-04-15,Mass,US,0,Medium,0.165
C102311,58,1970-04-15,Mass,US,1,Low,0.21
C104647,21,1970-04-15,Affluent,US,1,Medium,0.174
C100056,57,1970-04-15,Mass,US,1,Medium,0.037
C101309,65,1970-04-15,Affluent,US,0,Low,0.057
C100695,48,1970-04-15,Mass,AE,1,Medium,0.242
C104366,66,1970-04-15,Mass,UK,1,Low,0.234
C101227,32,1970-04-15,Mass,UK,0,Medium,0.063
C101999,70,1970-04-15,Mass,AE,1,Low,0.261
C100276,55,1970-04-15,Mass,UK,1,Low,0.14
C104060,58,1970-04-15,SME,US,1,Low,0.026
C103007,33,1970-04-15,Mass,US,1,Low,0.214
C101833,63,1970-04-15,Mass,CA,1,Low,0.158
C100682,77,1970-04-15,Mass,US,1,Medium,0.191
C103139,41,1970-04-15,Mass,US,1,Low,0.111
C104334,69,1970-04-15,Affluent,CA,0,Low,0.125
C101137,55,1970-04-15,Mass,US,0,Low,0.039
C103752,68,1970-04-15,Mass,US,1,Low,0.104
C103782,74,1970-04-15,Mass,US,1,Medium,0.451
C103011,71,1970-04-15,Mass,IN,1,Low,0.072
C104088,19,1970-04-15,Affluent,IN,1,High,0.104
C104833,33,1970-04-15,Mass,US,0,Low,0.093
C101346,25,1970-04-16,Mass,CA,1,Low,0.156
C102550,18,1970-04-16,Mass,SG,1,High,0.132
C104922,53,1970-04-16,Mass,CA,1,Medium,0.504
C102801,57,1970-04-16,Mass,IN,0,Low,0.024
C102384,69,1970-04-16,Mass,UK,0,Low,0.048
C104766,57,1970-04-16,SME,AE,0,Medium,0.53
C104176,24,1970-04-16,Mass,AE,1,Medium,0.091
C103253,28,1970-04-16,Mass,US,0,Low,0.104
C102609,43,1970-04-16,Mass,UK,0,Medium,0.228
C103254,74,1970-04-16,Mass,CA,1,Low,0.153
C102569,44,1970-04-16,Mass,US,1,High,0.158
C102753,57,1970-04-16,Mass,UK,1,Low,0.108
C104988,32,1970-04-16,Mass,UK,1,Low,0.295
C104926,30,1970-04-16,Mass,US,1,Medium,0.237
C100081,28,1970-04-16,Mass,AE,1,Low,0.203
C101972,27,1970-04-16,Mass,SG,0,Low,0.098
C101714,38,1970-04-16,Mass,AE,1,Low,0.032
C103142,55,1970-04-16,Mass,SG,0,Low,0.397
C103622,59,1970-04-16,Affluent,CA,0,Medium,0.192
C101946,60,1970-04-16,Affluent,UK,0,Low,0.519
C103317,31,1970-04-16,Mass,US,0,Low,0.222
C104084,67,1970-04-16,Mass,US,0,Low,0.298
C104709,42,1970-04-16,Mass,US,1,Medium,0.191
C101610,42,1970-04-16,Mass,US,0,Low,0.208
C104640,60,1970-04-17,Mass,SG,1,Low,0.229
C102890,18,1970-04-17,Affluent,UK,1,Low,0.062
C103245,43,1970-04-17,Affluent,UK,0,Low,0.163
C105863,61,1970-04-17,Affluent,US,0,Low,0.213
C104625,18,1970-04-17,Mass,US,0,Medium,0.013
C100665,55,1970-04-17,Mass,US,1,Low,0.463
C102194,41,1970-04-17,Mass,CA,1,Medium,0.075
C105722,74,1970-04-17,Mass,US,1,Low,0.285
C105100,61,1970-04-17,Mass,IN,0,Medium,0.244
C101017,22,1970-04-17,Mass,IN,1,Low,0.233
C100557,44,1970-04-17,Mass,SG,1,Medium,0.011
C104398,58,1970-04-17,Affluent,UK,1,Low,0.182
C105766,57,1970-04-17,Mass,US,1,Low,0.119
C101207,23,1970-04-17,Mass,UK,1,Medium,0.341
C103802,76,1970-04-17,Mass,US,0,Low,0.219
C103024,54,1970-04-17,Affluent,US,1,Medium,0.0
C101510,36,1970-04-17,Mass,IN,1,Low,0.269
C105114,36,1970-04-17,Mass,US,1,Low,0.264
C105549,34,1970-04-17,SME,US,1,Low,0.186
C104201,54,1970-04-17,Affluent,US,0,Low,0.197
C104567,76,1970-04-17,Affluent,US,1,Low,0.526
C100266,27,1970-04-17,Mass,US,0,Medium,0.073
C102688,53,1970-04-17,Mass,US,1,Low,0.084
C105462,40,1970-04-17,Mass,IN,1,Low,0.316
C102111,67,1970-04-18,Mass,US,1,Low,0.705
C102943,20,1970-04-18,Mass,US,0,Medium,0.071
C101909,36,1970-04-18,Affluent,US,1,Low,0.299
C103105,31,1970-04-18,Affluent,AE,0,Low,0.073
C103903,33,1970-04-18,Mass,US,1,Low,0.045
C103951,40,1970-04-18,Mass,UK,0,Medium,0.099
C104236,33,1970-04-18,Mass,US,1,Low,0.381
C103570,26,1970-04-18,Mass,IN,0,High,0.029
C104823,40,1970-04-18,Mass,IN,1,Low,0.121
C103217,25,1970-04-18,Mass,SG,1,Low,0.527
C101784,32,1970-04-18,Mass,US,1,Low,0.523
C101237,52,1970-04-18,Mass,US,1,Low,0.112
C104991,65,1970-04-18,Mass,US,0,Low,0.08
C104700,28,1970-04-18,Affluent,AE,1,Medium,0.482
C104200,63,1970-04-18,Mass,CA,0,Medium,0.227
C104865,55,1970-04-18,Mass,IN,1,Low,0.032
C105920,43,1970-04-18,Mass,AE,1,High,0.222
C102186,70,1970-04-18,Mass,UK,0,Low,0.106
C103447,43,1970-04-18,Affluent,US,1,Low,0.099
C100908,61,1970-04-18,Mass,US,1,Low,0.092
C104318,67,1970-04-18,Mass,AE,1,Medium,0.119
C101303,54,1970-04-18,Mass,US,1,Medium,0.079
C105601,49,1970-04-18,Affluent,IN,0,Low,0.403
C101627,62,1970-04-18,Mass,US,1,Low,0.284
C101522,42,1970-04-19,SME,US,1,Low,0.018
C100835,34,1970-04-19,Affluent,US,1,Low,0.282
C100358,27,1970-04-19,Affluent,UK,0,Low,0.108
C100138,28,1970-04-19,Affluent,US,1,Medium,0.282
C100299,67,1970-04-19,Mass,UK,1,Low,0.285
C101556,28,1970-04-19,Mass,US,0,Low,0.163
C101003,46,1970-04-19,SME,US,0,Low,0.18
C100382,74,1970-04-19,Affluent,IN,0,Medium,0.559
C104194,48,1970-04-19,Mass,UK,1,Low,0.201
C100761,59,1970-04-19,Mass,US,0,Low,0.102
C105721,47,1970-04-19,Mass,AE,1,Low,0.489
C102954,32,1970-04-19,Affluent,US,1,Medium,0.406
C104174,74,1970-04-19,Mass,US,1,High,0.012
C104847,59,1970-04-19,Affluent,US,1,Medium,0.012
C104439,52,1970-04-19,Mass,US,0,Medium,0.054
C101402,73,1970-04-19,Mass,CA,0,Low,0.353
C102937,69,1970-04-19,Affluent,AE,0,Medium,0.132
C105843,74,1970-04-19,Affluent,US,1,Medium,0.413
C101932,27,1970-04-19,Mass,US,0,Medium,0.112
C103210,75,1970-04-19,Mass,US,1,Low,0.138
C102897,71,1970-04-19,Mass,UK,1,High,0.054
C105567,70,1970-04-19,Mass,AE,1,Medium,0.267
C105143,43,1970-04-19,Affluent,CA,1,Medium,0.32
C102827,68,1970-04-19,Mass,UK,1,Low,0.287
C103870,55,1970-04-20,Affluent,US,1,High,0.119
C102755,64,1970-04-20,Affluent,UK,1,Medium,0.332
C100058,58,1970-04-20,Mass,US,1,Medium,0.201
C100076,49,1970-04-20,Mass,AE,1,Medium,0.354
C100796,28,1970-04-20,Affluent,US,1,Low,0.21
C102416,22,1970-04-20,Mass,IN,0,Low,0.285
C102985,67,1970-04-20,Mass,US,1,Medium,0.146
C104387,19,1970-04-20,Mass,IN,1,Low,0.005
C100785,76,1970-04-20,Mass,UK,0,Low,0.148
C105017,56,1970-04-20,Affluent,IN,0,Low,0.162
C105067,23,1970-04-20,Affluent,US,0,Medium,0.031
C102217,28,1970-04-20,Mass,US,1,Low,0.062
C105321,52,1970-04-20,Affluent,SG,1,Medium,0.096
C105028,70,1970-04-20,Mass,US,1,Low,0.195
C103504,69,1970-04-20,Affluent,CA,0,Low,0.149
C103370,45,1970-04-20,Mass,US,1,Low,0.243
C103982,67,1970-04-20,Mass,US,1,Low,0.235
C104628,44,1970-04-20,Mass,US,0,Low,0.316
C100910,48,1970-04-20,Mass,US,1,Low,0.264
C102172,56,1970-04-20,Mass,US,1,High,0.304
C103518,45,1970-04-20,Mass,US,0,Low,0.196
C102309,20,1970-04-20,Mass,UK,0,Medium,0.139
C105894,40,1970-04-20,Mass,AE,0,Low,0.586
C101257,74,1970-04-20,Mass,US,0,Medium,0.082
C102495,32,1970-04-21,Affluent,AE,0,Low,0.088
C104520,40,1970-04-21,SME,IN,0,Low,0.068
C104885,27,1970-04-21,Mass,SG,0,Low,0.261
C101178,54,1970-04-21,SME,US,0,Medium,0.187
C104513,22,1970-04-21,Mass,IN,1,Low,0.187
C104898,69,1970-04-21,Mass,US,1,High,0.057
C100442,30,1970-04-21,Mass,CA,0,Medium,0.16
C104066,29,1970-04-21,SME,US,1,Low,0.049
C103038,62,1970-04-21,Affluent,US,1,Medium,0.311
C103296,43,1970-04-21,Mass,IN,1,Low,0.274
C105719,57,1970-04-21,Affluent,US,0,Low,0.127
C101054,38,1970-04-21,Mass,SG,1,Low,0.059
C102669,44,1970-04-21,SME,US,1,Low,0.131
C104596,36,1970-04-21,Mass,UK,1,Low,0.125
C103044,48,1970-04-21,Mass,US,0,Low,0.035
C101415,36,1970-04-21,Mass,CA,1,High,0.092
C102372,51,1970-04-21,Mass,US,1,Medium,0.047
C104237,62,1970-04-21,Mass,US,1,Low,0.184
C102972,21,1970-04-21,Mass,UK,1,Low,0.327
C105428,43,1970-04-21,Mass,CA,0,Low,0.121
C103685,55,1970-04-21,Mass,IN,1,Low,0.129
C105166,37,1970-04-21,Mass,US,1,Low,0.595
C101502,19,1970-04-21,Affluent,US,1,Low,0.273
C104702,42,1970-04-21,SME,US,1,Medium,0.074
C103844,53,1970-04-22,Mass,SG,1,Low,0.494
C102011,41,1970-04-22,Mass,US,0,Low,0.139
C105256,53,1970-04-22,Affluent,US,0,Low,0.092
C105255,54,1970-04-22,Mass,CA,1,Low,0.512
C102859,66,1970-04-22,SME,SG,1,Low,0.21
C104836,46,1970-04-22,Affluent,US,1,Low,0.15
C104531,30,1970-04-22,Mass,US,0,Low,0.067
C103464,76,1970-04-22,Affluent,US,1,Low,0.014
C100006,71,1970-04-22,Mass,CA,1,Medium,0.279
C102487,59,1970-04-22,Affluent,US,0,Low,0.175
C100678,64,1970-04-22,Mass,UK,1,Low,0.16
C101943,77,1970-04-22,Affluent,IN,1,Medium,0.207
C103716,43,1970-04-22,Mass,AE,1,Medium,0.254
C105520,48,1970-04-22,Affluent,CA,1,High,0.167
C105643,19,1970-04-22,Mass,UK,0,High,0.108
C104602,35,1970-04-22,Mass,CA,1,Medium,0.534
C102607,43,1970-04-22,Affluent,UK,1,Low,0.321
C104660,53,1970-04-22,Mass,US,1,High,0.089
C105516,23,1970-04-22,Mass,UK,1,Low,0.17
C101064,18,1970-04-22,Mass,US,1,Low,0.235
C103732,64,1970-04-22,Mass,US,0,High,0.129
C102242,18,1970-04-22,Affluent,UK,1,Medium,0.35
C101474,54,1970-04-22,SME,US,1,High,0.117
C104449,28,1970-04-22,Mass,SG,0,Medium,0.233
C101889,36,1970-04-23,SME,US,1,Low,0.487
C103454,39,1970-04-23,Mass,US,0,Medium,0.195
C102021,74,1970-04-23,Affluent,US,1,Low,0.391
C105235,67,1970-04-23,Mass,CA,1,Low,0.065
C104270,40,1970-04-23,Affluent,US,1,High,0.544
C102658,46,1970-04-23,Affluent,US,1,High,0.152
C102467,72,1970-04-23,Mass,US,0,Low,0.158
C102751,47,1970-04-23,Mass,US,1,High,0.02
C101130,60,1970-04-23,SME,IN,0,Medium,0.195
C101461,29,1970-04-23,Mass,US,1,Low,0.129
C104689,22,1970-04-23,Mass,US,1,High,0.046
C105430,34,1970-04-23,Affluent,US,1,Low,0.233
C103308,27,1970-04-23,Mass,IN,0,Low,0.439
C103260,22,1970-04-23,Mass,US,1,Low,0.148
C100222,52,1970-04-23,Affluent,IN,1,Low,0.402
C105562,64,1970-04-23,Mass,SG,1,Medium,0.114
C100048,59,1970-04-23,Mass,UK,1,Medium,0.275
C100573,77,1970-04-23,Affluent,IN,1,Low,0.138
C101236,25,1970-04-23,SME,UK,1,Low,0.447
C104561,32,1970-04-23,Mass,US,1,Low,0.044
C105815,64,1970-04-23,Mass,UK,1,Low,0.151
C105389,68,1970-04-23,Mass,US,0,Medium,0.32
C102282,32,1970-04-23,Mass,US,0,Low,0.388
C104078,73,1970-04-23,Mass,UK,1,Low,0.208
C100267,63,1970-04-24,SME,UK,1,High,0.32
C101104,62,1970-04-24,Mass,US,0,Medium,0.462
C102305,39,1970-04-24,Mass,IN,0,Low,0.454
C105117,23,1970-04-24,Affluent,IN,1,Low,0.02
C101935,38,1970-04-24,Mass,US,1,Low,0.165
C100386,46,1970-04-24,Mass,SG,0,High,0.291
C101701,31,1970-04-24,Mass,UK,0,Medium,0.217
C101628,61,1970-04-24,Mass,CA,0,Low,0.037
C103200,48,1970-04-24,Mass,US,1,Low,0.24
C102714,55,1970-04-24,Mass,SG,1,Low,0.336
C102986,46,1970-04-24,Mass,AE,0,Medium,0.259
C105245,44,1970-04-24,Mass,IN,0,Medium,0.234
C101563,74,1970-04-24,Mass,SG,0,High,0.228
C103578,52,1970-04-24,Mass,US,0,Medium,0.116
C100209,70,1970-04-24,Mass,CA,1,Medium,0.188
C100909,59,1970-04-24,Mass,SG,1,Medium,0.252
C101289,23,1970-04-24,Mass,US,0,Medium,0.299
C104528,76,1970-04-24,Mass,SG,1,Low,0.222
C104952,28,1970-04-24,Mass,US,0,Low,0.172
C101842,71,1970-04-24,Affluent,IN,1,Low,0.075
C102497,35,1970-04-24,Affluent,SG,0,Low,0.163
C104904,42,1970-04-24,Mass,AE,1,Low,0.068
C104323,60,1970-04-24,Affluent,US,1,Low,0.349
C100958,35,1970-04-24,Mass,US,1,Low,0.009
C101793,19,1970-04-25,Mass,AE,1,Medium,0.252
C102088,54,1970-04-25,Affluent,AE,0,Low,0.012
C102702,46,1970-04-25,Affluent,UK,1,Medium,0.338
C100331,24,1970-04-25,SME,US,1,Low,0.169
C103334,72,1970-04-25,Mass,SG,1,Low,0.042
C103881,18,1970-04-25,Mass,US,0,Low,0.24
C102991,35,1970-04-25,Mass,IN,0,High,0.304
C102459,44,1970-04-25,Mass,UK,0,Low,0.014
C101774,25,1970-04-25,Mass,IN,1,Medium,0.186
C104211,43,1970-04-25,Mass,SG,0,Medium,0.324
C104741,74,1970-04-25,Affluent,US,0,Medium,0.089
C104151,29,1970-04-25,SME,US,1,Low,0.222
C104163,45,1970-04-25,Mass,IN,0,Medium,0.152
C104867,61,1970-04-25,Affluent,SG,1,Low,0.347
C105290,27,1970-04-25,Mass,IN,1,High,0.278
C103765,43,1970-04-25,Mass,AE,1,Low,0.047
C102809,19,1970-04-25,Affluent,AE,1,Low,0.043
C101710,43,1970-04-25,Mass,IN,1,Low,0.122
C104579,21,1970-04-25,Mass,US,1,High,0.09
C102478,65,1970-04-25,Mass,SG,1,Low,0.138
C101366,50,1970-04-25,Mass,IN,1,Medium,0.104
C100173,72,1970-04-25,Mass,AE,0,Low,0.393
C104039,41,1970-04-25,Mass,US,0,Low,0.184
C104419,59,1970-04-25,Mass,CA,0,Medium,0.307
C104443,39,1970-04-26,Mass,US,0,Medium,0.007
C105997,25,1970-04-26,Mass,US,1,Low,0.558
C104092,77,1970-04-26,Mass,US,1,Low,0.221
C101952,42,1970-04-26,Mass,US,1,Low,0.07
C103203,37,1970-04-26,Mass,US,0,Low,0.159
C103353,48,1970-04-26,Mass,UK,0,Low,0.113
C102036,48,1970-04-26,Affluent,UK,0,Medium,0.185
C103878,36,1970-04-26,Mass,US,1,Low,0.207
C104400,45,1970-04-26,Mass,SG,1,Low,0.271
C100018,51,1970-04-26,SME,UK,1,Low,0.09
C100000,32,1970-04-26,Affluent,US,1,Medium,0.084
C102174,37,1970-04-26,Mass,CA,1,Low,0.346
C101356,35,1970-04-26,Mass,AE,1,Medium,0.199
C105576,38,1970-04-26,Mass,IN,1,Medium,0.107
C104772,76,1970-04-26,Affluent,US,1,Low,0.228
C103159,33,1970-04-26,Mass,IN,1,Low,0.122
C100396,67,1970-04-26,Affluent,UK,1,Low,0.12
C104507,65,1970-04-26,Affluent,IN,1,Low,0.18
C103341,51,1970-04-26,Mass,US,0,Low,0.382
C101812,46,1970-04-26,Mass,UK,1,Low,0.101
C103896,51,1970-04-26,Affluent,IN,0,Low,0.028
C104349,51,1970-04-26,Affluent,CA,0,High,0.171
C100816,68,1970-04-26,Mass,CA,0,Low,0.056
C101572,73,1970-04-26,Mass,US,0,Medium,0.171
C104730,39,1970-04-27,Mass,CA,1,High,0.377
C101800,59,1970-04-27,Mass,UK,1,Low,0.173
C102280,56,1970-04-27,Mass,US,1,Low,0.096
C105058,71,1970-04-27,Mass,IN,1,Medium,0.092
C105821,30,1970-04-27,Mass,AE,1,Medium,0.162
C103910,36,1970-04-27,Mass,IN,0,Medium,0.135
C104535,72,1970-04-27,Mass,CA,0,Medium,0.188
C105144,43,1970-04-27,Mass,US,1,Medium,0.25
C105171,38,1970-04-27,Mass,AE,0,Low,0.123
C104395,36,1970-04-27,Mass,IN,1,Low,0.099
C104155,39,1970-04-27,Affluent,AE,1,Medium,0.092
C103835,46,1970-04-27,Mass,IN,1,Low,0.414
C104731,71,1970-04-27,Mass,CA,0,Medium,0.078
C105337,34,1970-04-27,Mass,US,1,Low,0.331
C100554,70,1970-04-27,Mass,US,0,Low,0.047
C101159,25,1970-04-27,Mass,US,0,Low,0.182
C101213,75,1970-04-27,Mass,US,1,Low,0.199
C104032,37,1970-04-27,Mass,IN,1,Low,0.007
C101325,46,1970-04-27,Mass,US,1,Low,0.212
C103286,64,1970-04-27,Mass,AE,1,Low,0.268
C103349,50,1970-04-27,Mass,IN,1,Low,0.067
C100700,18,1970-04-27,Mass,IN,1,High,0.161
C102700,19,1970-04-27,Mass,UK,1,Low,0.379
C104293,59,1970-04-27,Mass,AE,0,Low,0.242
C101847,39,1970-04-28,Affluent,US,1,Low,0.13
C104406,69,1970-04-28,Mass,CA,1,Low,0.254
C105634,66,1970-04-28,Mass,US,0,Low,0.042
C101455,33,1970-04-28,Mass,US,1,Medium,0.3
C105019,45,1970-04-28,Mass,IN,1,Medium,0.245
C105614,75,1970-04-28,Mass,US,1,Medium,0.193
C104127,48,1970-04-28,SME,IN,1,Low,0.164
C100866,20,1970-04-28,Affluent,US,0,Medium,0.381
C104584,26,1970-04-28,Mass,US,1,Low,0.316
C101644,36,1970-04-28,Mass,SG,0,Low,0.344
C102140,60,1970-04-28,Mass,UK,1,Medium,0.374
C104463,32,1970-04-28,Mass,US,0,Low,0.089
C103988,43,1970-04-28,Mass,US,1,Low,0.416
C101490,63,1970-04-28,Affluent,US,1,Low,0.056
C105506,70,1970-04-28,SME,US,0,Low,0.173
C100729,73,1970-04-28,Mass,IN,1,Low,0.741
C104582,29,1970-04-28,Mass,US,0,Medium,0.16
C103499,48,1970-04-28,Affluent,IN,1,Low,0.304
C102620,61,1970-04-28,Mass,AE,0,Low,0.017
C101936,41,1970-04-28,Mass,US,1,Medium,0.229
C105551,32,1970-04-28,Mass,SG,1,Low,0.15
C101110,37,1970-04-28,Mass,US,1,Low,0.028
C104870,46,1970-04-28,Mass,US,1,Low,0.114
C105360,60,1970-04-28,Mass,US,1,Low,0.389
C102394,56,1970-04-29,Mass,AE,1,High,0.186
C101185,32,1970-04-29,SME,IN,1,Low,0.05
C102007,38,1970-04-29,Mass,US,1,Low,0.06
C100193,44,1970-04-29,Mass,UK,0,Low,0.119
C101515,18,1970-04-29,Mass,IN,1,Low,0.028
C100578,24,1970-04-29,Mass,US,0,Medium,0.168
C102123,75,1970-04-29,SME,AE,1,Medium,0.008
C101429,45,1970-04-29,Mass,AE,0,Low,0.341
C100771,42,1970-04-29,Mass,SG,1,High,0.13
C105205,21,1970-04-29,Mass,SG,1,Medium,0.588
C102395,70,1970-04-29,Mass,US,0,Medium,0.131
C105941,33,1970-04-29,Mass,SG,1,High,0.049
C101846,67,1970-04-29,Mass,IN,1,Medium,0.225
C100131,25,1970-04-29,Mass,IN,1,Medium,0.184
C100178,30,1970-04-29,SME,US,0,Low,0.236
C105355,63,1970-04-29,Mass,SG,1,Low,0.211
C103809,26,1970-04-29,Mass,US,1,Low,0.128
C103567,34,1970-04-29,Mass,SG,1,Low,0.152
C102580,50,1970-04-29,Mass,CA,0,Low,0.06
C103625,36,1970-04-29,Mass,US,1,Low,0.398
C104279,21,1970-04-29,Mass,SG,1,High,0.222
C102652,48,1970-04-29,Mass,US,0,Medium,0.219
C104219,36,1970-04-29,SME,US,1,Low,0.271
C102073,63,1970-04-29,Mass,US,1,Low,0.065
C100658,49,1970-04-30,Mass,IN,0,High,0.127
C101896,19,1970-04-30,Mass,IN,0,Low,0.05
C104411,45,1970-04-30,Affluent,US,1,Low,0.435
C104063,43,1970-04-30,SME,US,1,Low,0.017
C102221,20,1970-04-30,Mass,US,1,Low,0.168
C105678,36,1970-04-30,Affluent,AE,1,Low,0.138
C102379,75,1970-04-30,Mass,US,1,Low,0.093
C101447,30,1970-04-30,Mass,IN,0,Low,0.111
C100342,23,1970-04-30,Mass,CA,1,High,0.107
C103604,37,1970-04-30,Affluent,IN,1,Low,0.132
C102527,27,1970-04-30,Affluent,IN,1,Low,0.243
C100727,64,1970-04-30,Mass,US,0,Low,0.332
C104722,30,1970-04-30,Mass,IN,1,Low,0.056
C100976,55,1970-04-30,Mass,US,1,Low,0.237
C103614,71,1970-04-30,Mass,US,1,Medium,0.091
C104161,38,1970-04-30,Affluent,US,1,Low,0.405
C101928,49,1970-04-30,Mass,UK,0,Low,0.308
C103694,50,1970-04-30,Affluent,UK,1,Low,0.346
C105760,46,1970-04-30,Mass,UK,1,Low,0.106
C101299,29,1970-04-30,Mass,US,0,Low,0.4
C104173,63,1970-04-30,Mass,CA,0,Low,0.116
C105508,43,1970-04-30,Mass,IN,0,Low,0.089
C100660,57,1970-04-30,Affluent,US,1,Low,0.372
C101790,46,1970-04-30,Mass,US,1,Low,0.032
C103390,53,1970-05-01,Affluent,AE,1,Low,0.212
C105933,63,1970-05-01,Mass,US,1,Medium,0.306
C100493,34,1970-05-01,SME,US,1,Medium,0.122
C103112,55,1970-05-01,Mass,AE,1,Low,0.623
C104902,61,1970-05-01,Mass,CA,0,Low,0.166
C104989,32,1970-05-01,Mass,US,1,Medium,0.173
C103826,37,1970-05-01,Mass,US,1,Low,0.076
C105522,68,1970-05-01,Mass,SG,1,Low,0.1
C101085,41,1970-05-01,Mass,US,0,Low,0.076
C105662,48,1970-05-01,Affluent,AE,0,Medium,0.048
C100694,35,1970-05-01,Mass,US,1,Low,0.016
C101278,67,1970-05-01,Mass,UK,0,Medium,0.145
C104229,45,1970-05-01,Mass,US,1,Low,0.095
C101621,48,1970-05-01,Mass,US,1,Low,0.112
C102561,35,1970-05-01,SME,US,1,Medium,0.192
C105184,65,1970-05-01,Affluent,US,1,Low,0.377
C104008,59,1970-05-01,Mass,IN,1,Low,0.004
C100067,48,1970-05-01,Affluent,US,0,High,0.343
C104082,46,1970-05-01,Affluent,IN,0,Low,0.144
C104837,50,1970-05-01,Affluent,US,1,Medium,0.03
C102269,54,1970-05-01,Mass,US,1,Low,0.04
C105779,57,1970-05-01,Mass,US,1,High,0.203
C104725,24,1970-05-01,Affluent,IN,1,High,0.099
C100820,68,1970-05-01,Mass,US,1,Low,0.098
C101226,70,1970-05-02,Mass,US,1,Medium,0.157
C101677,20,1970-05-02,Mass,CA,1,Medium,0.202
C105011,36,1970-05-02,Mass,IN,1,Medium,0.195
C102867,34,1970-05-02,Mass,US,1,Medium,0.289
C104376,68,1970-05-02,Mass,US,1,Low,0.068
C102367,63,1970-05-02,Affluent,IN,1,High,0.047
C104025,38,1970-05-02,Mass,UK,1,Medium,0.168
C103921,40,1970-05-02,Mass,US,0,Low,0.226
C102512,32,1970-05-02,Mass,IN,0,Low,0.096
C102723,68,1970-05-02,Mass,IN,1,Low,0.037
C105343,44,1970-05-02,Mass,CA,1,Low,0.084
C105451,68,1970-05-02,Mass,IN,0,Low,0.47
C104434,38,1970-05-02,SME,CA,1,Low,0.195
C101143,74,1970-05-02,Mass,AE,0,Low,0.287
C100397,23,1970-05-02,Affluent,SG,0,Medium,0.016
C100786,43,1970-05-02,SME,UK,0,Low,0.157
C105139,66,1970-05-02,Mass,US,0,Low,0.272
C103907,71,1970-05-02,Affluent,US,0,Medium,0.123
C101398,58,1970-05-02,Mass,UK,1,Low,0.645
C101659,30,1970-05-02,Mass,SG,1,Low,0.004
C105735,25,1970-05-02,Mass,CA,1,High,0.045
C102220,35,1970-05-02,SME,UK,0,Medium,0.288
C100979,18,1970-05-02,Mass,US,0,Low,0.09
C102331,61,1970-05-02,Mass,US,1,Low,0.117
C101298,41,1970-05-03,Mass,SG,1,Medium,0.174
C105419,37,1970-05-03,Mass,AE,0,Low,0.105
C100082,24,1970-05-03,Affluent,US,0,Medium,0.225
C103100,28,1970-05-03,Mass,US,0,Medium,0.133
C103481,29,1970-05-03,Mass,UK,1,Low,0.126
C104793,53,1970-05-03,Mass,AE,1,Low,0.041
C104529,62,1970-05-03,Mass,US,1,Medium,0.397
C105633,22,1970-05-03,Mass,US,1,Low,0.141
C105514,62,1970-05-03,Mass,US,1,Medium,0.141
