transaction_id,event_ts,customer_id,merchant_id,channel,transaction_amount_usd,txn_country,txn_hour,device_risk_score,new_device_flag,velocity_1h,velocity_24h,geo_distance_km,merchant_risk_score,is_night_flag,alert_generated,fraud_label,triage_score,priority_tier,investigation_sla_hours,manual_review_outcome
T102523,2025-03-26 04:32:00,C102523,M102523,Card Not Present,94.02,US,5,0.818,1,2,3,1.5,0.359,1,1,0,41.2,Medium,12,False Positive
T102524,2025-01-10 06:17:00,C102524,M102524,Card Present,58.16,US,1,0.232,1,1,4,13.4,0.183,1,1,0,22.8,Review Later,48,Cleared
T102525,2025-04-01 20:31:00,C102525,M102525,Card Not Present,26.7,GB,0,0.33,0,1,3,2851.5,0.188,1,1,1,30.9,Review Later,48,Blocked
T102526,2025-04-20 16:15:00,C102526,M102526,Online Banking,33.33,US,20,0.38,0,5,9,15.4,0.374,0,1,0,33.1,Review Later,48,Cleared
T102527,2025-04-15 21:58:00,C102527,M102527,Wire,33.46,SG,0,0.167,0,0,4,1320.7,0.097,1,1,0,28.0,Review Later,48,Cleared
T102528,2025-01-15 05:32:00,C102528,M102528,Card Not Present,168.68,SG,3,0.394,1,2,8,2172.0,0.02,1,1,1,45.8,Medium,12,Blocked
T102529,2025-04-14 21:40:00,C102529,M102529,P2P,10.01,DE,3,0.355,0,2,6,11174.6,0.66,1,1,0,38.1,Review Later,48,Cleared
T102530,2025-03-23 21:29:00,C102530,M102530,Card Not Present,41.66,AE,18,0.19,1,0,1,3499.2,0.316,0,1,1,36.3,Review Later,48,Confirmed Fraud
T102531,2025-01-14 15:52:00,C102531,M102531,Wire,253.72,US,1,0.625,1,2,5,11.1,0.263,1,1,0,42.7,Medium,12,False Positive
T102532,2025-02-16 22:34:00,C102532,M102532,Card Present,5.45,SG,1,0.292,0,0,3,5011.5,0.091,1,1,0,21.9,Review Later,48,Cleared
T102533,2025-02-17 12:31:00,C102533,M102533,P2P,24.14,SG,4,0.384,1,2,5,292.0,0.143,1,1,0,29.9,Review Later,48,Cleared
T102534,2025-03-30 19:16:00,C102534,M102534,P2P,262.3,BR,9,0.289,0,0,4,279.1,0.162,0,1,0,50.7,Medium,12,False Positive
T102535,2025-04-04 21:43:00,C102535,M102535,P2P,328.46,GB,0,0.201,0,2,4,388.7,0.286,1,1,0,55.5,Medium,12,Cleared
T102536,2025-03-11 06:19:00,C102536,M102536,P2P,15.14,US,4,0.04,0,0,2,1785.5,0.286,1,1,0,25.4,Review Later,48,Cleared
T102537,2025-04-01 00:11:00,C102537,M102537,P2P,40.37,US,4,0.096,1,1,2,1529.5,0.508,1,1,0,39.3,Review Later,48,Cleared
T102538,2025-04-30 12:00:00,C102538,M102538,Card Present,349.71,US,23,0.319,0,6,10,14.2,0.012,1,1,1,45.9,Medium,12,Confirmed Fraud
T102539,2025-02-02 12:06:00,C102539,M102539,P2P,45.95,NG,14,0.255,1,2,4,3633.2,0.359,0,1,0,39.6,Review Later,48,False Positive
T102540,2025-02-18 17:18:00,C102540,M102540,Online Banking,115.12,AE,0,0.263,1,4,6,57.4,0.721,1,1,1,43.7,Medium,12,Blocked
T102541,2025-02-21 07:29:00,C102541,M102541,Online Banking,11.25,IN,18,0.287,0,4,10,385.9,0.308,0,1,0,38.4,Review Later,48,Cleared
T102542,2025-02-12 03:38:00,C102542,M102542,P2P,81.24,US,6,0.308,0,1,3,273.7,0.304,0,1,0,45.6,Medium,12,False Positive
T102543,2025-03-06 06:10:00,C102543,M102543,Online Banking,48.63,SG,4,0.372,1,6,10,37.3,0.155,1,1,0,32.0,Review Later,48,False Positive
T102544,2025-01-19 05:23:00,C102544,M102544,Online Banking,15.02,US,4,0.344,0,0,1,43.4,0.271,1,1,0,14.5,Review Later,48,False Positive
T102545,2025-03-14 05:02:00,C102545,M102545,Card Not Present,64.8,AE,3,0.211,1,0,6,1757.9,0.163,1,1,0,38.0,Review Later,48,False Positive
T102546,2025-04-09 00:53:00,C102546,M102546,P2P,400.94,AE,5,0.176,1,1,3,13.1,0.66,1,1,0,51.0,Medium,12,False Positive
T102547,2025-02-08 03:08:00,C102547,M102547,Wire,3.45,US,9,0.758,1,1,2,10.8,0.021,0,1,0,12.0,Review Later,48,Cleared
T102548,2025-02-13 00:08:00,C102548,M102548,Card Not Present,22.92,CA,3,0.257,1,4,13,0.9,0.155,1,1,1,22.9,Review Later,48,Confirmed Fraud
T102549,2025-01-18 22:59:00,C102549,M102549,Online Banking,769.41,GB,19,0.479,0,0,2,2685.3,0.508,0,1,1,69.3,Medium,12,Blocked
T102550,2025-04-07 13:13:00,C102550,M102550,P2P,29.31,SG,17,0.764,0,4,4,7398.0,0.143,0,1,1,37.0,Review Later,48,Escalated
T102551,2025-04-11 20:45:00,C102551,M102551,P2P,12.62,DE,6,0.227,0,0,4,1765.9,0.45,0,1,0,31.5,Review Later,48,False Positive
T102552,2025-02-13 16:07:00,C102552,M102552,Card Present,47.75,US,7,0.291,0,4,6,2212.3,0.068,0,1,1,33.4,Review Later,48,Blocked
T102553,2025-02-23 14:40:00,C102553,M102553,P2P,104.28,NG,8,0.208,0,0,1,1767.7,0.425,0,1,0,49.6,Medium,12,Cleared
T102554,2025-03-20 08:26:00,C102554,M102554,Card Present,455.69,DE,9,0.339,0,0,1,2270.3,0.609,0,1,0,68.1,Medium,12,False Positive
T102555,2025-03-25 13:14:00,C102555,M102555,P2P,103.98,AE,0,0.116,0,0,2,6935.7,0.282,1,1,0,44.6,Medium,12,False Positive
T102556,2025-03-09 20:19:00,C102556,M102556,Wire,28.91,IN,5,0.363,0,3,9,7.2,0.363,1,1,0,31.4,Review Later,48,Cleared
T102557,2025-02-09 19:14:00,C102557,M102557,Card Not Present,479.9,US,5,0.538,0,1,4,45.0,0.024,1,1,1,41.8,Medium,12,Confirmed Fraud
T102558,2025-02-21 14:54:00,C102558,M102558,Card Present,81.42,IN,3,0.168,0,0,3,1866.2,0.308,1,1,0,43.7,Medium,12,Cleared
T102559,2025-01-23 03:39:00,C102559,M102559,Card Present,8.47,NG,3,0.34,0,1,5,5305.5,0.45,1,1,0,32.2,Review Later,48,Cleared
T102560,2025-02-01 14:07:00,C102560,M102560,Card Not Present,108.38,AE,17,0.171,0,4,7,1747.5,0.341,0,1,1,47.2,Medium,12,Confirmed Fraud
T102561,2025-01-26 13:26:00,C102561,M102561,P2P,132.68,GB,13,0.464,0,0,1,2974.8,0.021,0,1,0,45.3,Medium,12,False Positive
T102562,2025-04-24 11:57:00,C102562,M102562,Card Not Present,173.99,AE,19,0.324,0,2,3,2731.5,0.458,0,1,0,55.9,Medium,12,False Positive
T102563,2025-02-28 05:28:00,C102563,M102563,Online Banking,174.07,US,1,0.196,0,3,9,49.5,0.299,1,1,0,45.0,Medium,12,False Positive
T102564,2025-02-11 14:55:00,C102564,M102564,Wire,21.97,BR,0,0.346,0,3,5,1277.0,0.053,1,1,0,26.4,Review Later,48,False Positive
T102565,2025-03-12 15:29:00,C102565,M102565,Wire,41.19,DE,13,0.192,0,1,2,2601.7,0.561,0,1,0,42.3,Medium,12,Cleared
T102566,2025-02-02 13:47:00,C102566,M102566,Online Banking,94.07,BR,15,0.346,0,0,3,2724.6,0.443,0,1,0,51.3,Medium,12,False Positive
T102567,2025-03-30 16:45:00,C102567,M102567,Wire,174.15,US,23,0.17,0,1,6,15.8,0.271,1,1,0,33.9,Review Later,48,False Positive
T102568,2025-03-03 05:49:00,C102568,M102568,P2P,43.86,UK,8,0.708,1,4,4,31.3,0.08,0,1,0,23.8,Review Later,48,False Positive
T102569,2025-02-10 04:56:00,C102569,M102569,Wire,88.63,NG,4,0.41,0,1,2,6876.6,0.193,1,1,0,45.2,Medium,12,False Positive
T102570,2025-02-08 19:02:00,C102570,M102570,Card Present,22.06,AE,2,0.159,0,3,5,2882.1,0.23,1,1,0,28.1,Review Later,48,False Positive
T102571,2025-01-25 11:03:00,C102571,M102571,Card Present,54.82,NG,5,0.204,0,3,10,1184.5,0.44,1,1,0,53.1,Medium,12,Cleared
T102572,2025-03-24 15:29:00,C102572,M102572,Card Present,289.11,GB,23,0.642,1,2,6,4349.8,0.234,1,1,0,59.3,Medium,12,False Positive
T102573,2025-03-18 05:09:00,C102573,M102573,Card Not Present,276.52,CA,3,0.675,0,0,0,8.9,0.19,1,1,0,43.1,Medium,12,False Positive
T102574,2025-03-06 19:42:00,C102574,M102574,P2P,14.87,GB,12,0.182,0,0,4,1732.9,0.203,0,1,1,25.3,Review Later,48,Confirmed Fraud
T102575,2025-03-29 20:26:00,C102575,M102575,Online Banking,376.84,AE,5,0.208,0,0,1,5145.3,0.313,1,1,1,57.4,Medium,12,Confirmed Fraud
T102576,2025-04-22 07:46:00,C102576,M102576,Card Not Present,267.7,AE,23,0.235,0,0,2,1507.7,0.077,1,1,0,48.1,Medium,12,False Positive
T102577,2025-01-12 06:50:00,C102577,M102577,Card Present,119.17,SG,11,0.822,0,2,2,1801.6,0.263,0,1,0,56.0,Medium,12,Cleared
T102578,2025-01-23 23:11:00,C102578,M102578,Wire,215.71,US,9,0.148,0,2,9,1.3,0.053,0,1,0,39.1,Review Later,48,False Positive
T102579,2025-01-23 14:17:00,C102579,M102579,Wire,259.15,US,5,0.447,1,0,1,4636.0,0.282,1,1,1,55.8,Medium,12,Blocked
T102580,2025-04-23 02:04:00,C102580,M102580,Wire,256.28,US,18,0.214,1,0,3,11.1,0.024,0,1,0,30.7,Review Later,48,Cleared
T102581,2025-03-10 13:33:00,C102581,M102581,Card Not Present,341.39,DE,0,0.296,1,0,2,651.4,0.187,1,1,0,54.7,Medium,12,Cleared
T102582,2025-04-26 20:53:00,C102582,M102582,Card Not Present,22.46,US,22,0.459,1,4,11,6.2,0.474,0,1,0,33.8,Review Later,48,Cleared
T102583,2025-02-14 09:59:00,C102583,M102583,Card Present,55.97,GB,6,0.058,1,0,1,1546.2,0.053,0,1,0,31.5,Review Later,48,False Positive
T102584,2025-04-05 19:28:00,C102584,M102584,Online Banking,65.66,BR,0,0.447,0,1,1,1842.6,0.313,1,1,0,45.4,Medium,12,False Positive
T102585,2025-03-12 09:04:00,C102585,M102585,Online Banking,64.02,SG,20,0.095,0,1,4,7833.2,0.097,0,1,1,34.5,Review Later,48,Escalated
T102586,2025-03-28 19:45:00,C102586,M102586,Wire,195.27,US,14,0.092,1,4,9,83.5,0.191,0,1,1,41.3,Medium,12,Escalated
T102587,2025-01-08 07:31:00,C102587,M102587,Card Present,739.85,BR,10,0.39,0,0,3,1549.3,0.117,0,1,1,58.2,Medium,12,Confirmed Fraud
T102588,2025-04-21 11:47:00,C102588,M102588,Card Present,18.95,DE,0,0.192,0,0,0,1900.2,0.263,1,1,1,28.3,Review Later,48,Blocked
T102589,2025-04-12 07:28:00,C102589,M102589,Card Not Present,128.56,SG,5,0.295,1,1,3,2659.6,0.078,1,1,0,44.0,Medium,12,False Positive
T102590,2025-03-03 10:54:00,C102590,M102590,Card Present,75.9,DE,11,0.469,0,1,4,2389.1,0.291,0,1,0,46.9,Medium,12,Cleared
T102591,2025-04-23 10:03:00,C102591,M102591,Card Present,33.26,DE,15,0.114,1,5,6,1132.3,0.071,0,1,0,26.5,Review Later,48,False Positive
T102592,2025-04-26 06:02:00,C102592,M102592,Card Not Present,501.28,SG,18,0.077,0,5,7,2715.8,0.323,0,1,0,57.6,Medium,12,Cleared
T102593,2025-01-10 21:42:00,C102593,M102593,Wire,20.63,DE,5,0.285,0,0,4,2706.3,0.249,1,1,0,30.0,Review Later,48,False Positive
T102594,2025-02-26 01:29:00,C102594,M102594,Card Not Present,265.25,GB,15,0.306,1,0,2,4958.1,0.308,0,1,1,54.9,Medium,12,Confirmed Fraud
T102595,2025-02-12 04:58:00,C102595,M102595,Card Not Present,23.21,BR,4,0.333,0,0,4,6585.3,0.114,1,1,0,28.1,Review Later,48,False Positive
T102596,2025-04-07 22:04:00,C102596,M102596,Card Not Present,275.53,GB,1,0.23,0,1,2,1198.5,0.673,1,1,0,63.4,Medium,12,False Positive
T102597,2025-01-12 02:47:00,C102597,M102597,Card Present,89.51,DE,2,0.294,0,1,1,3500.3,0.299,1,1,0,46.4,Medium,12,False Positive
T102598,2025-03-31 08:55:00,C102598,M102598,Online Banking,85.56,GB,12,0.102,1,0,3,2384.7,0.319,0,1,0,43.4,Medium,12,Cleared
T102599,2025-03-18 03:11:00,C102599,M102599,Card Not Present,64.59,AE,22,0.11,0,2,9,2571.2,0.673,0,1,1,59.2,Medium,12,Blocked
T102600,2025-04-26 06:48:00,C102600,M102600,P2P,1097.56,DE,11,0.095,1,0,1,9377.5,0.269,0,1,1,58.0,Medium,12,Confirmed Fraud
T102601,2025-02-17 20:46:00,C102601,M102601,Card Present,82.06,US,21,0.533,1,5,9,13.3,0.097,0,1,0,39.0,Review Later,48,False Positive
T102602,2025-03-09 10:46:00,C102602,M102602,Online Banking,19.19,GB,5,0.298,1,0,1,3316.8,0.162,1,1,0,27.4,Review Later,48,Cleared
T102603,2025-03-16 02:19:00,C102603,M102603,Wire,117.06,BR,4,0.176,1,0,2,3777.8,0.117,1,1,0,42.4,Medium,12,False Positive
T102604,2025-03-12 13:05:00,C102604,M102604,Card Present,4.62,BR,12,0.26,1,1,4,1622.1,0.427,0,1,0,29.8,Review Later,48,False Positive
T102605,2025-02-07 02:52:00,C102605,M102605,Wire,263.24,US,23,0.563,1,1,4,3.8,0.266,1,1,0,42.5,Medium,12,Cleared
T102606,2025-01-29 02:54:00,C102606,M102606,Wire,400.78,US,2,0.391,0,1,3,6.7,0.319,1,1,0,45.7,Medium,12,False Positive
T102607,2025-04-25 23:10:00,C102607,M102607,Card Present,221.91,IN,12,0.241,1,2,2,5066.8,0.513,0,1,0,57.2,Medium,12,False Positive
T102608,2025-03-08 22:27:00,C102608,M102608,P2P,27.42,BR,1,0.173,0,0,1,1615.3,0.058,1,1,1,25.5,Review Later,48,Confirmed Fraud
T102609,2025-02-13 23:47:00,C102609,M102609,Card Present,423.41,AE,23,0.455,0,0,2,6774.0,0.315,1,1,1,62.0,Medium,12,Confirmed Fraud
T102610,2025-03-06 11:41:00,C102610,M102610,Online Banking,329.25,DE,3,0.48,0,1,3,4383.1,0.077,1,1,1,54.5,Medium,12,Confirmed Fraud
T102611,2025-03-24 15:48:00,C102611,M102611,Online Banking,313.4,GB,10,0.247,0,4,6,2807.6,0.08,0,1,1,50.6,Medium,12,Blocked
T102612,2025-04-11 00:08:00,C102612,M102612,P2P,37.43,US,17,0.332,0,2,2,755.7,0.24,0,1,0,35.3,Review Later,48,False Positive
T102613,2025-03-11 04:30:00,C102613,M102613,Wire,415.36,UK,16,0.363,1,1,5,21.0,0.397,0,1,0,47.5,Medium,12,False Positive
T102614,2025-02-28 04:08:00,C102614,M102614,Online Banking,16.15,US,6,0.204,0,5,9,21.7,0.374,0,1,0,25.4,Review Later,48,Cleared
T102615,2025-01-11 09:14:00,C102615,M102615,P2P,56.58,IN,1,0.419,0,4,8,2652.4,0.143,1,1,0,39.3,Review Later,48,Cleared
T102616,2025-03-18 11:17:00,C102616,M102616,P2P,37.89,NG,3,0.194,0,1,3,372.7,0.075,1,1,0,29.3,Review Later,48,False Positive
T102617,2025-02-17 14:52:00,C102617,M102617,P2P,23.57,NG,13,0.071,0,1,6,1957.8,0.094,0,1,0,23.8,Review Later,48,Cleared
T102618,2025-03-08 10:21:00,C102618,M102618,Card Present,55.16,US,13,0.336,0,4,11,2038.1,0.155,0,1,0,48.1,Medium,12,False Positive
T102619,2025-02-10 11:20:00,C102619,M102619,Card Present,82.48,SG,23,0.315,1,1,4,4484.3,0.323,1,1,0,46.4,Medium,12,Cleared
T102620,2025-03-21 16:27:00,C102620,M102620,Card Not Present,20.5,SG,4,0.281,1,0,3,1362.6,0.23,1,1,0,29.4,Review Later,48,False Positive
T102621,2025-04-19 20:15:00,C102621,M102621,Card Not Present,299.38,US,2,0.16,1,0,4,126.4,0.308,1,1,0,39.4,Review Later,48,False Positive
T102622,2025-04-28 21:42:00,C102622,M102622,Card Not Present,20.17,NG,23,0.527,0,3,6,2427.0,0.337,1,1,0,35.6,Review Later,48,Cleared
T102623,2025-02-03 03:14:00,C102623,M102623,Card Present,111.48,SG,3,0.767,0,2,3,1605.3,0.315,1,1,0,55.8,Medium,12,False Positive
T102624,2025-01-16 12:16:00,C102624,M102624,Card Not Present,366.09,AE,15,0.092,0,1,4,2931.5,0.461,0,1,0,59.2,Medium,12,False Positive
T102625,2025-04-17 22:41:00,C102625,M102625,Card Not Present,50.05,SG,1,0.206,0,2,4,2694.9,0.354,1,1,0,39.9,Review Later,48,False Positive
T102626,2025-03-31 12:34:00,C102626,M102626,Card Not Present,299.39,SG,1,0.466,1,1,3,24.2,0.604,1,1,0,51.4,Medium,12,Cleared
T102627,2025-02-08 13:12:00,C102627,M102627,P2P,401.65,IN,6,0.092,1,3,5,31.8,0.313,0,1,0,41.2,Medium,12,Cleared
T102628,2025-02-13 01:22:00,C102628,M102628,Card Not Present,92.91,US,3,0.418,1,0,5,2276.7,0.228,1,1,0,46.8,Medium,12,Cleared
T102629,2025-03-22 21:23:00,C102629,M102629,Card Not Present,40.78,GB,17,0.014,0,0,1,1797.0,0.074,0,1,0,27.3,Review Later,48,False Positive
T102630,2025-03-15 04:49:00,C102630,M102630,Card Present,117.22,NG,13,0.355,0,1,2,2447.9,0.366,0,1,1,51.4,Medium,12,Blocked
T102631,2025-01-12 23:03:00,C102631,M102631,Wire,53.38,NG,23,0.343,0,0,5,2294.2,0.174,1,1,0,38.2,Review Later,48,Cleared
T102632,2025-04-26 16:33:00,C102632,M102632,Online Banking,255.96,SG,15,0.439,0,1,5,7033.4,0.39,0,1,0,58.2,Medium,12,False Positive
T102633,2025-04-27 11:33:00,C102633,M102633,Wire,11.79,NG,10,0.432,0,3,4,2695.3,0.073,0,1,0,24.9,Review Later,48,False Positive
T102634,2025-02-08 18:28:00,C102634,M102634,Card Not Present,340.36,SG,13,0.323,0,3,8,46.1,0.183,0,1,1,40.0,Review Later,48,Escalated
T102635,2025-02-06 21:45:00,C102635,M102635,Card Not Present,76.27,SG,1,0.271,1,3,4,4369.1,0.673,1,1,1,53.6,Medium,12,Escalated
T102636,2025-02-21 17:47:00,C102636,M102636,Wire,350.92,US,5,0.568,0,1,2,23.7,0.131,1,1,1,42.7,Medium,12,Confirmed Fraud
T102637,2025-03-01 02:43:00,C102637,M102637,Card Present,25.91,NG,7,0.319,0,0,4,5108.7,0.271,0,1,1,32.6,Review Later,48,Confirmed Fraud
T102638,2025-01-20 14:37:00,C102638,M102638,Card Not Present,30.82,NG,1,0.545,0,2,3,1385.5,0.618,1,1,1,46.0,Medium,12,Blocked
T102639,2025-02-18 10:09:00,C102639,M102639,Online Banking,18.85,AE,3,0.277,1,1,8,1053.9,0.451,1,1,0,34.2,Review Later,48,False Positive
T102640,2025-03-24 14:59:00,C102640,M102640,Online Banking,113.11,AE,0,0.435,1,3,6,6027.7,0.475,1,1,0,55.0,Medium,12,False Positive
T102641,2025-02-10 23:48:00,C102641,M102641,P2P,88.6,NG,21,0.12,0,0,1,2434.8,0.261,0,1,0,42.6,Medium,12,Cleared
T102642,2025-04-19 09:29:00,C102642,M102642,Card Present,14.73,NG,15,0.358,0,2,3,6262.8,0.487,0,1,1,35.0,Review Later,48,Confirmed Fraud
T102643,2025-01-22 14:59:00,C102643,M102643,Card Present,646.86,SG,3,0.207,0,0,4,1828.6,0.673,1,1,0,69.1,Medium,12,Cleared
T102644,2025-01-19 20:51:00,C102644,M102644,P2P,24.97,SG,9,0.233,1,0,1,2156.4,0.193,0,1,0,29.2,Review Later,48,Cleared
T102645,2025-04-26 01:06:00,C102645,M102645,Card Present,23.34,NG,10,0.203,1,2,5,1018.3,0.121,0,1,0,26.4,Review Later,48,False Positive
T102646,2025-01-06 05:23:00,C102646,M102646,P2P,121.45,IN,2,0.59,0,0,5,184.4,0.618,1,1,0,61.6,Medium,12,Cleared
T102647,2025-04-10 17:39:00,C102647,M102647,Card Not Present,78.57,BR,0,0.176,0,0,3,3135.6,0.363,1,1,1,44.7,Medium,12,Blocked
T102648,2025-02-17 07:02:00,C102648,M102648,Online Banking,413.47,US,19,0.395,1,2,3,15.4,0.554,0,1,0,51.9,Medium,12,Cleared
T102649,2025-01-13 21:53:00,C102649,M102649,Online Banking,76.21,GB,20,0.425,1,1,2,1336.6,0.363,0,1,1,48.1,Medium,12,Blocked
T102650,2025-03-31 03:37:00,C102650,M102650,Card Not Present,482.75,NG,10,0.105,0,0,1,3862.9,0.291,0,1,1,57.0,Medium,12,Escalated
T102651,2025-04-21 05:00:00,C102651,M102651,P2P,54.95,AE,2,0.45,0,0,3,1267.0,0.079,1,1,0,37.8,Review Later,48,Cleared
T102652,2025-02-12 21:59:00,C102652,M102652,Online Banking,281.43,DE,2,0.152,0,0,2,126.4,0.632,1,1,0,61.6,Medium,12,False Positive
T102653,2025-01-19 00:50:00,C102653,M102653,Card Present,331.93,US,0,0.384,1,1,4,58.4,0.513,1,1,0,49.0,Medium,12,Cleared
T102654,2025-01-29 14:38:00,C102654,M102654,P2P,12.26,DE,21,0.29,0,1,1,1040.9,0.609,0,1,1,36.4,Review Later,48,Blocked
T102655,2025-03-07 17:47:00,C102655,M102655,P2P,42.7,SG,21,0.323,0,3,10,3057.5,0.232,0,1,0,46.5,Medium,12,Cleared
T102656,2025-01-22 03:32:00,C102656,M102656,P2P,27.98,DE,14,0.063,1,2,7,419.1,0.221,0,1,0,28.2,Review Later,48,Cleared
T102657,2025-01-22 05:25:00,C102657,M102657,Card Present,45.77,SG,19,0.541,1,2,3,4014.1,0.365,0,1,0,44.0,Medium,12,Cleared
T102658,2025-03-22 11:10:00,C102658,M102658,Wire,29.85,GB,18,0.159,0,0,2,1024.0,0.625,0,1,1,40.2,Medium,12,Escalated
T102659,2025-04-14 16:18:00,C102659,M102659,Card Present,78.19,NG,3,0.268,0,0,2,3148.1,0.121,1,1,0,40.0,Review Later,48,Cleared
T102660,2025-04-22 20:56:00,C102660,M102660,Card Not Present,13.89,US,23,0.86,0,2,4,5070.7,0.341,1,1,1,38.7,Review Later,48,Escalated
T102661,2025-04-18 09:28:00,C102661,M102661,Wire,293.56,US,2,0.287,0,1,3,4.3,0.618,1,1,0,48.8,Medium,12,False Positive
T102662,2025-02-26 22:15:00,C102662,M102662,Wire,833.24,BR,14,0.266,0,0,0,2269.3,0.374,0,1,0,62.9,Medium,12,Cleared
T102663,2025-04-23 04:57:00,C102663,M102663,Wire,38.81,BR,11,0.441,0,1,2,1095.1,0.206,0,1,1,36.5,Review Later,48,Blocked
T102664,2025-04-06 03:44:00,C102664,M102664,P2P,109.78,US,11,0.13,1,0,2,4305.9,0.069,0,1,1,39.9,Review Later,48,Blocked
T102665,2025-03-14 09:09:00,C102665,M102665,Card Present,45.35,US,4,0.578,0,0,2,1670.4,0.249,1,1,0,41.5,Medium,12,False Positive
T102666,2025-04-30 16:03:00,C102666,M102666,Card Not Present,87.86,NG,3,0.151,0,1,3,1201.3,0.583,1,1,1,51.0,Medium,12,Confirmed Fraud
T102667,2025-03-21 06:06:00,C102667,M102667,Card Present,79.22,US,16,0.496,0,3,4,1793.4,0.168,0,1,0,44.7,Medium,12,False Positive
T102668,2025-01-28 04:46:00,C102668,M102668,Online Banking,39.24,BR,1,0.227,1,1,2,1035.1,0.319,1,1,0,36.3,Review Later,48,False Positive
T102669,2025-04-27 15:19:00,C102669,M102669,Card Present,294.04,US,1,0.154,1,0,1,14.6,0.02,1,1,0,31.9,Review Later,48,Cleared
T102670,2025-01-08 06:21:00,C102670,M102670,Card Present,173.9,UK,11,0.13,0,4,10,6.6,0.052,0,1,0,37.8,Review Later,48,False Positive
T102671,2025-02-03 01:20:00,C102671,M102671,P2P,92.11,DE,1,0.443,0,2,4,2079.8,0.155,1,1,0,45.3,Medium,12,False Positive
T102672,2025-03-10 02:01:00,C102672,M102672,Card Not Present,54.29,AE,3,0.008,0,1,2,2926.0,0.012,1,1,0,29.4,Review Later,48,Cleared
T102673,2025-03-07 15:21:00,C102673,M102673,Online Banking,40.4,DE,7,0.395,0,1,2,1278.2,0.363,0,1,1,40.2,Medium,12,Confirmed Fraud
T102674,2025-01-19 15:33:00,C102674,M102674,Card Not Present,52.17,GB,18,0.423,0,5,7,2744.7,0.147,0,1,0,38.4,Review Later,48,False Positive
T102675,2025-04-09 13:12:00,C102675,M102675,P2P,78.76,BR,21,0.38,0,3,3,3948.4,0.114,0,1,0,41.6,Medium,12,Cleared
T102676,2025-04-09 00:46:00,C102676,M102676,Card Present,255.33,NG,9,0.779,0,0,1,7133.7,0.121,0,1,1,56.6,Medium,12,Blocked
T102677,2025-04-30 23:21:00,C102677,M102677,P2P,422.87,SG,0,0.363,0,2,7,11229.7,0.554,1,1,0,66.5,Medium,12,Cleared
T102678,2025-03-19 10:32:00,C102678,M102678,Card Present,46.39,GB,19,0.276,0,4,6,1309.6,0.135,0,1,0,34.5,Review Later,48,False Positive
T102679,2025-02-04 20:28:00,C102679,M102679,P2P,8.96,GB,1,0.477,0,3,4,2030.9,0.176,1,1,0,27.7,Review Later,48,False Positive
T102680,2025-02-03 01:45:00,C102680,M102680,Card Not Present,104.31,US,15,0.52,1,0,2,2753.3,0.193,0,1,1,48.5,Medium,12,Confirmed Fraud
T102681,2025-02-13 01:49:00,C102681,M102681,P2P,453.22,IN,21,0.205,0,1,4,1188.2,0.474,0,1,0,62.7,Medium,12,False Positive
T102682,2025-02-22 22:53:00,C102682,M102682,Card Present,17.72,DE,21,0.599,0,4,7,2956.5,0.66,0,1,0,43.8,Medium,12,False Positive
T102683,2025-02-04 07:37:00,C102683,M102683,P2P,39.19,US,2,0.387,1,0,2,1355.7,0.052,1,1,0,32.0,Review Later,48,Cleared
T102684,2025-01-27 18:09:00,C102684,M102684,P2P,275.46,IN,23,0.312,0,2,5,11.5,0.413,1,1,0,43.1,Medium,12,Cleared
T102685,2025-01-08 14:31:00,C102685,M102685,Card Not Present,46.53,SG,15,0.06,1,0,4,4168.9,0.479,0,1,1,39.9,Review Later,48,Confirmed Fraud
T102686,2025-01-06 05:32:00,C102686,M102686,P2P,34.41,DE,18,0.342,0,2,4,5961.4,0.508,0,1,1,41.3,Medium,12,Escalated
T102687,2025-01-21 14:35:00,C102687,M102687,Card Present,622.14,AE,14,0.21,0,3,3,1405.1,0.269,0,1,0,58.9,Medium,12,False Positive
T102688,2025-01-19 02:51:00,C102688,M102688,Online Banking,156.67,SG,22,0.117,0,1,2,4408.4,0.376,0,1,0,50.1,Medium,12,False Positive
T102689,2025-01-07 21:35:00,C102689,M102689,Online Banking,27.95,NG,0,0.033,0,1,5,3224.2,0.08,1,1,0,24.2,Review Later,48,False Positive
T102690,2025-04-09 22:17:00,C102690,M102690,P2P,465.41,NG,14,0.631,0,2,2,1616.3,0.24,0,1,1,63.4,Medium,12,Escalated
T102691,2025-03-04 12:44:00,C102691,M102691,Wire,6.54,CA,22,0.142,1,5,6,38.3,0.068,0,1,1,4.3,Review Later,48,Confirmed Fraud
T102692,2025-02-26 18:13:00,C102692,M102692,Card Not Present,174.5,NG,22,0.357,0,0,2,1377.0,0.458,0,1,0,56.4,Medium,12,Cleared
T102693,2025-03-18 05:34:00,C102693,M102693,Online Banking,28.74,DE,19,0.192,0,0,5,2148.0,0.281,0,1,0,31.7,Review Later,48,Cleared
T102694,2025-02-22 12:51:00,C102694,M102694,P2P,76.83,IN,9,0.088,0,1,5,0.7,0.176,0,1,0,23.5,Review Later,48,Cleared
T102695,2025-01-29 20:16:00,C102695,M102695,Card Present,274.48,UK,3,0.288,0,2,4,8.2,0.198,1,1,0,37.4,Review Later,48,False Positive
