transaction_id,event_ts,customer_id,merchant_id,channel,transaction_amount_usd,txn_country,txn_hour,device_risk_score,new_device_flag,velocity_1h,velocity_24h,geo_distance_km,merchant_risk_score_x,is_night_flag,alert_generated,fraud_label,customer_match,merchant_match,age,tenure_months,segment,home_country,digital_only,kyc_risk_band,synthetic_identity_score,merchant_category,merchant_risk_score_y,channel_default,risk_score_v2,risk_category_v2,recommended_action,sla_priority,top_reason_codes,reason_code_1,reason_code_2,reason_code_3,reason_codes
T9037837,2025-04-02 08:06:00,C101792,M101792,Card Present,15.63,UK,6,0.389,0,0,4,81.3,0.451,0,0,0,True,True,74.0,1970-07-24,Mass,UK,0.0,Low,0.181,Fuel,0.398,Card Present,3.3843999999999994,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated merchant risk', 'Geographic anomaly', 'Higher-risk merchant category']",Elevated merchant risk,Geographic anomaly,Higher-risk merchant category,Elevated merchant risk | Geographic anomaly | Higher-risk merchant category
T9057182,2025-04-27 21:23:00,C101793,M101793,P2P,62.31,US,14,0.216,0,1,3,10.5,0.266,0,0,0,True,True,19.0,1970-04-25,Mass,AE,1.0,Medium,0.252,Electronics,0.012,Wire,22.7514,Low Risk,Monitor / sample audit,Weekly monitoring,['High-risk transaction channel'],High-risk transaction channel,,,High-risk transaction channel
T9009282,2025-03-10 06:48:00,C101794,M101794,P2P,897.66,AE,2,0.706,0,1,4,5.8,0.052,1,1,1,False,True,,,,,,,,Gaming,0.487,Card Present,35.2713,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'High-risk transaction channel', 'Elevated device risk']",Night-time transaction,High-risk transaction channel,Elevated device risk,Night-time transaction | High-risk transaction channel | Elevated device risk
T9048457,2025-04-22 22:35:00,C101795,M101795,Card Present,54.38,US,15,0.377,0,0,3,96.8,0.058,0,0,0,True,True,19.0,1970-06-05,Mass,SG,1.0,Low,0.195,Fuel,0.188,Card Present,3.05495,Low Risk,Monitor / sample audit,Weekly monitoring,"['Geographic anomaly', 'Higher-risk merchant category']",Geographic anomaly,Higher-risk merchant category,,Geographic anomaly | Higher-risk merchant category
T9020741,2025-03-29 17:52:00,C101796,M101796,Card Not Present,21.93,US,12,0.175,0,0,3,32.3,0.147,0,0,0,True,True,50.0,1970-07-10,Mass,CA,1.0,High,0.192,Travel,0.427,Card Not Present,2.0503,Low Risk,Monitor / sample audit,Weekly monitoring,['No major behavioural trigger'],No major behavioural trigger,,,No major behavioural trigger
T9034372,2025-04-24 17:28:00,C101797,M101797,Online Banking,53.1,SG,5,0.196,0,1,1,12.9,0.155,1,0,0,True,True,50.0,1970-06-28,Mass,US,1.0,Low,0.481,Telecom,0.475,P2P,18.76575,Low Risk,Monitor / sample audit,Weekly monitoring,['Night-time transaction'],Night-time transaction,,,Night-time transaction
T9056375,2025-04-24 19:39:00,C101798,M101798,Card Not Present,6.33,US,14,0.145,0,2,2,3.1,0.221,0,0,0,True,True,54.0,1970-06-19,Affluent,US,0.0,Low,0.104,Telecom,0.561,P2P,13.1159,Low Risk,Monitor / sample audit,Weekly monitoring,['High short-term transaction velocity'],High short-term transaction velocity,,,High short-term transaction velocity
T9039240,2025-02-23 07:32:00,C101799,M101799,P2P,58.06,GB,6,0.335,0,3,7,3300.3,0.046,0,0,0,True,True,19.0,1970-06-24,Mass,US,1.0,Low,0.048,Telecom,0.374,P2P,86.09515,High Risk,Immediate escalation,Same day review,"['High-risk transaction channel', 'High short-term transaction velocity', 'Geographic anomaly']",High-risk transaction channel,High short-term transaction velocity,Geographic anomaly,High-risk transaction channel | High short-term transaction velocity | Geographic anomaly
T9051165,2025-01-24 02:02:00,C101800,M101800,Card Present,488.86,AE,1,0.586,0,1,1,0.8,0.561,1,0,0,True,True,59.0,1970-04-27,Mass,UK,1.0,Low,0.173,Luxury,0.261,Wire,18.74265,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Elevated device risk', 'Elevated merchant risk']",Night-time transaction,Elevated device risk,Elevated merchant risk,Night-time transaction | Elevated device risk | Elevated merchant risk
T9044618,2025-03-25 23:26:00,C101801,M101801,Card Not Present,12.47,DE,16,0.415,0,1,4,6205.4,0.155,0,0,0,True,True,25.0,1970-05-28,Mass,US,1.0,Low,0.209,Fuel,0.479,Online Banking,101.20799999999998,High Risk,Immediate escalation,Same day review,"['Elevated device risk', 'Geographic anomaly', 'Higher-risk merchant category']",Elevated device risk,Geographic anomaly,Higher-risk merchant category,Elevated device risk | Geographic anomaly | Higher-risk merchant category
T9064603,2025-02-19 03:08:00,C101802,M101802,Card Present,34.64,IN,15,0.349,0,2,5,8.4,0.163,0,0,0,False,True,,,,,,,,Fuel,0.23,P2P,14.7377,Low Risk,Monitor / sample audit,Weekly monitoring,"['High short-term transaction velocity', 'Higher-risk merchant category']",High short-term transaction velocity,Higher-risk merchant category,,High short-term transaction velocity | Higher-risk merchant category
T9030500,2025-01-17 04:16:00,C101803,M101803,Card Not Present,82.18,US,11,0.367,1,0,3,31.3,0.072,0,0,0,True,True,33.0,1970-01-15,Affluent,CA,1.0,Medium,0.535,Grocery,0.44,Online Banking,20.07205,Low Risk,Monitor / sample audit,Weekly monitoring,['New device activity'],New device activity,,,New device activity
T9002975,2025-03-04 19:10:00,C101804,M101804,Wire,67.93,US,21,0.231,0,3,7,55.0,0.221,0,0,0,True,True,70.0,1970-07-13,Affluent,IN,1.0,High,0.135,Gaming,0.074,Card Not Present,37.4159,Medium Risk,Analyst review,Review within 24 hours,"['High-risk transaction channel', 'High short-term transaction velocity', 'Geographic anomaly']",High-risk transaction channel,High short-term transaction velocity,Geographic anomaly,High-risk transaction channel | High short-term transaction velocity | Geographic anomaly
T9001285,2025-03-20 06:17:00,C101805,M101805,P2P,70.83,IN,11,0.141,1,3,5,29.7,0.286,0,0,0,True,True,62.0,1970-06-08,Affluent,US,0.0,Low,0.082,Grocery,0.364,Wire,54.02365,High Risk,Immediate escalation,Same day review,"['New device activity', 'High-risk transaction channel', 'High short-term transaction velocity']",New device activity,High-risk transaction channel,High short-term transaction velocity,New device activity | High-risk transaction channel | High short-term transaction velocity
T9058440,2025-02-01 11:41:00,C101806,M101806,Card Not Present,142.68,US,15,0.33,0,0,4,49.3,0.354,0,0,0,False,True,,,,,,,,Fuel,0.122,Online Banking,2.8751,Low Risk,Monitor / sample audit,Weekly monitoring,"['Geographic anomaly', 'Higher-risk merchant category']",Geographic anomaly,Higher-risk merchant category,,Geographic anomaly | Higher-risk merchant category
T9037773,2025-04-13 04:11:00,C101807,M101807,Card Present,49.39,US,3,0.315,0,0,1,7.0,0.378,1,0,0,True,True,57.0,1970-03-24,SME,US,1.0,Low,0.092,Fuel,0.075,Card Present,12.740450000000001,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Elevated merchant risk', 'Higher-risk merchant category']",Night-time transaction,Elevated merchant risk,Higher-risk merchant category,Night-time transaction | Elevated merchant risk | Higher-risk merchant category
T9029561,2025-02-15 01:57:00,C101808,M101808,Card Present,24.26,US,22,0.515,0,1,2,46.7,0.121,0,0,0,True,True,71.0,1970-04-10,Mass,SG,0.0,Low,0.167,Grocery,0.271,Card Present,7.8473999999999995,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated device risk', 'Geographic anomaly']",Elevated device risk,Geographic anomaly,,Elevated device risk | Geographic anomaly
T9036057,2025-01-09 14:16:00,C101809,M101809,P2P,17.05,US,9,0.169,0,0,3,12.4,0.168,0,0,0,True,True,42.0,1970-07-04,Mass,US,1.0,Low,0.527,Utilities,0.07,Card Not Present,16.75345,Low Risk,Monitor / sample audit,Weekly monitoring,"['High-risk transaction channel', 'Higher-risk merchant category']",High-risk transaction channel,Higher-risk merchant category,,High-risk transaction channel | Higher-risk merchant category
T9036089,2025-03-09 07:00:00,C101810,M101810,Card Present,35.63,US,19,0.079,0,0,2,4.7,0.24,0,0,0,False,True,,,,,,,,Grocery,0.299,P2P,1.12625,Low Risk,Monitor / sample audit,Weekly monitoring,['No major behavioural trigger'],No major behavioural trigger,,,No major behavioural trigger
T9059273,2025-02-04 13:08:00,C101811,M101811,Card Present,107.21,SG,20,0.324,0,0,1,3.6,0.193,0,0,0,True,True,41.0,1970-06-08,Mass,US,0.0,High,0.045,Electronics,0.148,P2P,0.66395,Low Risk,Monitor / sample audit,Weekly monitoring,['No major behavioural trigger'],No major behavioural trigger,,,No major behavioural trigger
T9049933,2025-01-15 04:50:00,C101812,M101812,Card Not Present,25.55,SG,5,0.413,0,0,0,41.2,0.304,1,0,0,True,True,46.0,1970-04-26,Mass,UK,1.0,Low,0.101,Telecom,0.176,P2P,12.76685,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Elevated device risk', 'Geographic anomaly']",Night-time transaction,Elevated device risk,Geographic anomaly,Night-time transaction | Elevated device risk | Geographic anomaly
T9020217,2025-01-19 11:07:00,C101813,M101813,Online Banking,44.76,AE,23,0.328,0,1,2,12.3,0.069,1,0,0,True,True,59.0,1970-03-17,Mass,US,0.0,Low,0.048,Gaming,0.377,Card Present,19.27685,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Higher-risk merchant category']",Night-time transaction,Higher-risk merchant category,,Night-time transaction | Higher-risk merchant category
T9032386,2025-02-09 05:05:00,C101814,M101814,Card Present,19.06,SG,18,0.191,0,3,6,51.9,0.313,0,0,0,True,True,34.0,1970-05-10,Affluent,US,0.0,Medium,0.203,Digital Wallet,0.163,Wire,21.8732,Low Risk,Monitor / sample audit,Weekly monitoring,"['High short-term transaction velocity', 'Geographic anomaly']",High short-term transaction velocity,Geographic anomaly,,High short-term transaction velocity | Geographic anomaly
T9013816,2025-01-25 15:11:00,C101815,M101815,Card Present,297.87,IN,22,0.166,0,2,4,37.2,0.241,0,0,0,True,True,59.0,1970-04-07,Mass,SG,1.0,Low,0.058,Marketplace,0.583,P2P,14.63565,Low Risk,Monitor / sample audit,Weekly monitoring,['High short-term transaction velocity'],High short-term transaction velocity,,,High short-term transaction velocity
T9043641,2025-04-14 11:14:00,C101816,M101816,Card Present,34.66,US,3,0.48,0,0,2,21.2,0.213,1,0,0,False,True,,,,,,,,Marketplace,0.263,Card Not Present,13.469949999999999,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Elevated device risk']",Night-time transaction,Elevated device risk,,Night-time transaction | Elevated device risk
T9032605,2025-04-19 22:55:00,C101817,M101817,P2P,11.87,AE,2,0.387,0,0,2,29.6,0.475,1,0,0,True,True,70.0,1970-01-29,Affluent,US,1.0,Medium,0.213,Utilities,0.175,Wire,28.612000000000002,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'High-risk transaction channel', 'Elevated merchant risk']",Night-time transaction,High-risk transaction channel,Elevated merchant risk,Night-time transaction | High-risk transaction channel | Elevated merchant risk
T9007360,2025-04-23 01:34:00,C101818,M101818,Card Not Present,155.86,SG,8,0.141,0,3,6,33.4,0.502,0,0,0,True,True,25.0,1970-03-04,Mass,US,1.0,High,0.131,Gaming,0.024,P2P,21.61155,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated merchant risk', 'High short-term transaction velocity', 'Higher-risk merchant category']",Elevated merchant risk,High short-term transaction velocity,Higher-risk merchant category,Elevated merchant risk | High short-term transaction velocity | Higher-risk merchant category
T9047955,2025-03-15 15:19:00,C101819,M101819,Online Banking,11.97,US,3,0.237,0,0,1,5.4,0.377,1,0,0,False,True,,,,,,,,Utilities,0.216,Card Present,12.6968,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Elevated merchant risk', 'Higher-risk merchant category']",Night-time transaction,Elevated merchant risk,Higher-risk merchant category,Night-time transaction | Elevated merchant risk | Higher-risk merchant category
T9000962,2025-01-29 02:22:00,C101820,M101820,Card Not Present,168.92,AE,4,0.286,1,0,0,43.8,0.068,1,0,0,True,True,74.0,1970-01-28,Mass,US,1.0,Low,0.201,Digital Wallet,0.135,Online Banking,30.7387,Medium Risk,Analyst review,Review within 24 hours,"['New device activity', 'Night-time transaction', 'Geographic anomaly']",New device activity,Night-time transaction,Geographic anomaly,New device activity | Night-time transaction | Geographic anomaly
T9054300,2025-04-06 10:39:00,C101821,M101821,Card Not Present,39.92,US,9,0.315,0,1,5,40.3,0.415,0,0,0,True,True,66.0,1970-06-13,Mass,US,0.0,Low,0.105,Grocery,0.183,P2P,9.2455,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated merchant risk', 'Geographic anomaly']",Elevated merchant risk,Geographic anomaly,,Elevated merchant risk | Geographic anomaly
T9057706,2025-04-28 13:50:00,C101822,M101822,Wire,50.06,US,22,0.509,0,0,3,19.5,0.425,0,0,0,True,True,43.0,1970-03-28,Mass,US,1.0,Low,0.087,Luxury,0.155,Online Banking,16.9835,Low Risk,Monitor / sample audit,Weekly monitoring,"['High-risk transaction channel', 'Elevated device risk', 'Elevated merchant risk']",High-risk transaction channel,Elevated device risk,Elevated merchant risk,High-risk transaction channel | Elevated device risk | Elevated merchant risk
T9047022,2025-02-27 23:56:00,C101823,M101823,Card Not Present,30.05,US,16,0.458,0,3,6,24.2,0.23,0,0,0,False,True,,,,,,,,Gaming,0.295,Card Present,21.512,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated device risk', 'High short-term transaction velocity', 'Higher-risk merchant category']",Elevated device risk,High short-term transaction velocity,Higher-risk merchant category,Elevated device risk | High short-term transaction velocity | Higher-risk merchant category
T9056545,2025-03-16 11:25:00,C101824,M101824,Card Not Present,6.63,US,3,0.141,0,1,7,100.0,0.083,1,0,0,False,True,,,,,,,,Utilities,0.111,Card Not Present,23.0477,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Geographic anomaly', 'Higher-risk merchant category']",Night-time transaction,Geographic anomaly,Higher-risk merchant category,Night-time transaction | Geographic anomaly | Higher-risk merchant category
T9062633,2025-02-12 20:07:00,C101825,M101825,Online Banking,29.75,UK,10,0.037,0,2,3,47.6,0.175,0,0,0,True,True,24.0,1970-02-24,Mass,US,1.0,Medium,0.172,Gaming,0.249,Card Not Present,14.249500000000001,Low Risk,Monitor / sample audit,Weekly monitoring,"['High short-term transaction velocity', 'Geographic anomaly', 'Higher-risk merchant category']",High short-term transaction velocity,Geographic anomaly,Higher-risk merchant category,High short-term transaction velocity | Geographic anomaly | Higher-risk merchant category
T9038481,2025-02-17 01:17:00,C101826,M101826,P2P,186.83,US,21,0.65,0,1,1,1.9,0.148,0,0,0,True,True,34.0,1970-06-16,SME,SG,1.0,Medium,0.205,Marketplace,0.12,Wire,21.7132,Low Risk,Monitor / sample audit,Weekly monitoring,"['High-risk transaction channel', 'Elevated device risk']",High-risk transaction channel,Elevated device risk,,High-risk transaction channel | Elevated device risk
T9059313,2025-04-24 19:31:00,C101827,M101827,Card Not Present,19.37,NG,2,0.151,0,2,3,204.1,0.458,1,0,0,False,True,,,,,,,,Electronics,0.02,Card Present,28.66795,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'Elevated merchant risk', 'High short-term transaction velocity']",Night-time transaction,Elevated merchant risk,High short-term transaction velocity,Night-time transaction | Elevated merchant risk | High short-term transaction velocity
T9040623,2025-02-12 22:10:00,C101828,M101828,Card Not Present,22.78,IN,12,0.311,0,1,4,16.8,0.136,0,0,0,False,True,,,,,,,,Travel,0.309,Online Banking,8.350150000000001,Low Risk,Monitor / sample audit,Weekly monitoring,['No major behavioural trigger'],No major behavioural trigger,,,No major behavioural trigger
T9057862,2025-01-11 19:21:00,C101829,M101829,Card Not Present,59.7,US,21,0.269,0,2,4,43.4,0.121,0,0,0,True,True,47.0,1970-05-04,Affluent,US,1.0,Low,0.015,Digital Wallet,0.478,Card Not Present,14.7364,Low Risk,Monitor / sample audit,Weekly monitoring,"['High short-term transaction velocity', 'Geographic anomaly']",High short-term transaction velocity,Geographic anomaly,,High short-term transaction velocity | Geographic anomaly
T9027634,2025-02-13 02:06:00,C101830,M101830,Card Present,56.53,BR,9,0.234,0,0,3,1152.2,0.479,0,0,0,True,True,60.0,1970-05-24,Mass,US,1.0,Medium,0.161,Travel,0.07,Card Present,18.91335,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated merchant risk', 'Geographic anomaly']",Elevated merchant risk,Geographic anomaly,,Elevated merchant risk | Geographic anomaly
T9061425,2025-03-14 09:09:00,C101831,M101831,Card Present,39.05,IN,23,0.135,1,3,7,38.4,0.198,1,0,0,True,True,22.0,1970-03-05,Mass,CA,1.0,Low,0.332,Grocery,0.567,Online Banking,52.139450000000004,High Risk,Immediate escalation,Same day review,"['New device activity', 'Night-time transaction', 'High short-term transaction velocity']",New device activity,Night-time transaction,High short-term transaction velocity,New device activity | Night-time transaction | High short-term transaction velocity
T9016228,2025-03-03 01:44:00,C101832,M101832,Card Not Present,86.81,CA,4,0.453,0,0,3,9.8,0.319,1,0,0,True,True,64.0,1970-01-19,SME,IN,1.0,Medium,0.32,Electronics,0.475,Card Not Present,13.8081,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Elevated device risk']",Night-time transaction,Elevated device risk,,Night-time transaction | Elevated device risk
T9035121,2025-01-29 11:44:00,C101833,M101833,Card Present,11.92,SG,12,0.283,0,2,6,5.0,0.271,0,0,0,True,True,63.0,1970-04-15,Mass,CA,1.0,Low,0.158,Electronics,0.121,P2P,15.186399999999999,Low Risk,Monitor / sample audit,Weekly monitoring,['High short-term transaction velocity'],High short-term transaction velocity,,,High short-term transaction velocity
T9005396,2025-01-27 12:27:00,C101834,M101834,Online Banking,50.94,CA,16,0.223,0,0,1,76.4,0.021,0,0,0,True,True,23.0,1970-07-26,Mass,US,1.0,Medium,0.065,Gaming,0.232,P2P,1.7049,Low Risk,Monitor / sample audit,Weekly monitoring,"['Geographic anomaly', 'Higher-risk merchant category']",Geographic anomaly,Higher-risk merchant category,,Geographic anomaly | Higher-risk merchant category
T9002528,2025-03-08 17:09:00,C101835,M101835,Card Present,93.4,US,20,0.309,1,1,2,2.3,0.191,0,0,0,True,True,27.0,1970-02-17,Mass,US,1.0,Low,0.083,Luxury,0.206,Card Present,25.1404,Medium Risk,Analyst review,Review within 24 hours,['New device activity'],New device activity,,,New device activity
T9017411,2025-01-03 12:31:00,C101836,M101836,Card Present,111.77,US,10,0.302,0,2,5,16.5,0.135,0,0,0,True,True,49.0,1970-05-19,Mass,US,0.0,Low,0.004,Electronics,0.443,Card Not Present,14.843250000000001,Low Risk,Monitor / sample audit,Weekly monitoring,['High short-term transaction velocity'],High short-term transaction velocity,,,High short-term transaction velocity
T9006648,2025-02-08 18:00:00,C101837,M101837,Card Present,20.1,IN,15,0.293,0,1,1,26.7,0.458,0,0,0,True,True,69.0,1970-01-05,SME,IN,1.0,Low,0.034,Luxury,0.077,Online Banking,7.04245,Low Risk,Monitor / sample audit,Weekly monitoring,['Elevated merchant risk'],Elevated merchant risk,,,Elevated merchant risk
T9034288,2025-04-13 22:25:00,C101838,M101838,Card Not Present,136.17,DE,9,0.303,0,2,4,667.4,0.074,0,0,0,False,True,,,,,,,,Electronics,0.286,Card Not Present,24.09785,Low Risk,Monitor / sample audit,Weekly monitoring,"['High short-term transaction velocity', 'Geographic anomaly']",High short-term transaction velocity,Geographic anomaly,,High short-term transaction velocity | Geographic anomaly
T9027771,2025-01-04 19:29:00,C101839,M101839,Online Banking,31.88,UK,14,0.593,0,2,6,6.3,0.168,0,0,0,True,True,32.0,1970-02-24,Mass,US,1.0,Medium,0.041,Electronics,0.075,Card Present,15.26795,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated device risk', 'High short-term transaction velocity']",Elevated device risk,High short-term transaction velocity,,Elevated device risk | High short-term transaction velocity
T9031080,2025-02-15 05:31:00,C101840,M101840,Card Present,123.7,US,0,0.469,0,3,6,3.3,0.374,1,0,0,True,True,39.0,1970-02-28,Mass,IN,0.0,Low,0.323,Electronics,0.528,Card Not Present,33.22285,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'Elevated device risk', 'Elevated merchant risk']",Night-time transaction,Elevated device risk,Elevated merchant risk,Night-time transaction | Elevated device risk | Elevated merchant risk
T9044902,2025-01-28 13:10:00,C101841,M101841,Card Not Present,10.86,US,10,0.277,1,0,3,146.7,0.159,0,0,0,False,True,,,,,,,,Marketplace,0.247,Card Not Present,21.793599999999998,Low Risk,Monitor / sample audit,Weekly monitoring,"['New device activity', 'Geographic anomaly']",New device activity,Geographic anomaly,,New device activity | Geographic anomaly
T9052004,2025-03-23 11:01:00,C101842,M101842,Online Banking,54.69,US,3,0.219,0,1,2,990.4,0.183,1,0,0,True,True,71.0,1970-04-24,Affluent,IN,1.0,Low,0.075,Travel,0.37,Card Present,33.9382,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'Geographic anomaly']",Night-time transaction,Geographic anomaly,,Night-time transaction | Geographic anomaly
T9047314,2025-01-11 21:00:00,C101843,M101843,Card Present,181.91,US,10,0.532,0,2,7,67.8,0.072,0,0,0,False,True,,,,,,,,Fuel,0.121,Wire,16.660800000000002,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated device risk', 'High short-term transaction velocity', 'Geographic anomaly']",Elevated device risk,High short-term transaction velocity,Geographic anomaly,Elevated device risk | High short-term transaction velocity | Geographic anomaly
T9014158,2025-04-13 21:24:00,C101844,M101844,Card Not Present,32.5,US,8,0.102,0,3,5,12.1,0.19,0,0,0,True,True,65.0,1970-01-27,Affluent,IN,1.0,Low,0.085,Utilities,0.234,Online Banking,20.7355,Low Risk,Monitor / sample audit,Weekly monitoring,"['High short-term transaction velocity', 'Higher-risk merchant category']",High short-term transaction velocity,Higher-risk merchant category,,High short-term transaction velocity | Higher-risk merchant category
T9020005,2025-01-21 03:27:00,C101845,M101845,Online Banking,225.87,AE,8,0.433,0,2,5,15.8,0.058,0,0,0,True,True,24.0,1970-06-19,Mass,US,1.0,Low,0.035,Luxury,0.054,Card Present,14.85395,Low Risk,Monitor / sample audit,Weekly monitoring,"['Elevated device risk', 'High short-term transaction velocity']",Elevated device risk,High short-term transaction velocity,,Elevated device risk | High short-term transaction velocity
T9050770,2025-04-29 04:50:00,C101846,M101846,Card Present,27.44,BR,1,0.14,0,3,6,2019.7,0.072,1,0,0,True,True,67.0,1970-04-29,Mass,IN,1.0,Medium,0.225,Electronics,0.259,Card Present,63.341300000000004,High Risk,Immediate escalation,Same day review,"['Night-time transaction', 'High short-term transaction velocity', 'Geographic anomaly']",Night-time transaction,High short-term transaction velocity,Geographic anomaly,Night-time transaction | High short-term transaction velocity | Geographic anomaly
T9013438,2025-02-23 15:11:00,C101847,M101847,Online Banking,128.4,US,10,0.072,0,2,6,9.6,0.295,0,0,0,True,True,39.0,1970-04-28,Affluent,US,1.0,Low,0.13,Travel,0.458,Wire,15.20625,Low Risk,Monitor / sample audit,Weekly monitoring,['High short-term transaction velocity'],High short-term transaction velocity,,,High short-term transaction velocity
T9045296,2025-01-03 13:31:00,C101848,M101848,Card Present,118.2,AE,8,0.222,0,2,5,17.1,0.282,0,0,0,False,True,,,,,,,,Utilities,0.269,Wire,14.8543,Low Risk,Monitor / sample audit,Weekly monitoring,"['High short-term transaction velocity', 'Higher-risk merchant category']",High short-term transaction velocity,Higher-risk merchant category,,High short-term transaction velocity | Higher-risk merchant category
T9034415,2025-03-06 09:28:00,C101849,M101849,P2P,49.46,CA,9,0.259,0,1,3,15.0,0.213,0,0,0,True,True,61.0,1970-03-29,Mass,US,0.0,Low,0.008,Grocery,0.193,P2P,22.8217,Low Risk,Monitor / sample audit,Weekly monitoring,['High-risk transaction channel'],High-risk transaction channel,,,High-risk transaction channel
T9018505,2025-02-12 09:40:00,C101850,M101850,Card Present,138.51,US,3,0.14,0,0,3,0.9,0.213,1,0,1,True,True,53.0,1970-05-27,Mass,IN,0.0,Medium,0.23,Luxury,0.073,Card Not Present,13.58045,Low Risk,Monitor / sample audit,Weekly monitoring,['Night-time transaction'],Night-time transaction,,,Night-time transaction
T9054737,2025-04-21 21:32:00,C101851,M101851,Card Present,22.87,UK,5,0.349,0,1,5,6.7,0.341,1,0,1,True,True,18.0,1970-06-06,Mass,US,1.0,Low,0.244,Luxury,0.097,Card Present,20.7389,Low Risk,Monitor / sample audit,Weekly monitoring,['Night-time transaction'],Night-time transaction,,,Night-time transaction
T9006340,2025-03-24 23:43:00,C101852,M101852,P2P,26.52,US,13,0.368,0,0,5,3.6,0.478,0,0,0,False,True,,,,,,,,Luxury,0.068,Wire,17.7177,Low Risk,Monitor / sample audit,Weekly monitoring,"['High-risk transaction channel', 'Elevated merchant risk']",High-risk transaction channel,Elevated merchant risk,,High-risk transaction channel | Elevated merchant risk
T9004678,2025-02-18 14:14:00,C101853,M101853,Card Present,88.49,AE,0,0.385,0,1,1,24.1,0.033,1,0,0,False,True,,,,,,,,Utilities,0.121,P2P,18.962699999999998,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Higher-risk merchant category']",Night-time transaction,Higher-risk merchant category,,Night-time transaction | Higher-risk merchant category
T9041357,2025-03-21 10:07:00,C101854,M101854,Card Not Present,40.93,US,2,0.426,0,2,3,5.9,0.475,1,0,0,True,True,34.0,1970-07-24,SME,US,1.0,Low,0.34,Electronics,0.117,P2P,25.76625,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'Elevated device risk', 'Elevated merchant risk']",Night-time transaction,Elevated device risk,Elevated merchant risk,Night-time transaction | Elevated device risk | Elevated merchant risk
T9001592,2025-02-14 10:00:00,C101855,M101855,Online Banking,377.82,US,4,0.38,0,0,3,64.0,0.181,1,0,0,True,True,58.0,1970-07-04,Mass,AE,0.0,Low,0.051,Digital Wallet,0.068,Wire,14.582149999999999,Low Risk,Monitor / sample audit,Weekly monitoring,"['Night-time transaction', 'Geographic anomaly']",Night-time transaction,Geographic anomaly,,Night-time transaction | Geographic anomaly
T9023417,2025-01-22 10:19:00,C101856,M101856,Online Banking,65.05,US,19,0.252,0,0,3,19.0,0.398,0,0,0,False,True,,,,,,,,Luxury,0.632,P2P,1.9077,Low Risk,Monitor / sample audit,Weekly monitoring,['Elevated merchant risk'],Elevated merchant risk,,,Elevated merchant risk
T9031392,2025-04-17 16:23:00,C101857,M101857,Card Not Present,48.93,US,3,0.127,0,2,4,24.9,0.502,1,0,0,True,True,35.0,1970-07-27,Mass,US,1.0,Low,0.239,Marketplace,0.063,Online Banking,26.48055,Medium Risk,Analyst review,Review within 24 hours,"['Night-time transaction', 'Elevated merchant risk', 'High short-term transaction velocity']",Night-time transaction,Elevated merchant risk,High short-term transaction velocity,Night-time transaction | Elevated merchant risk | High short-term transaction velocity
T9023922,2025-02-04 23:46:00,C101858,M101858,P2P,86.45,US,21,0.245,0,2,4,10.2,0.162,0,0,0,True,True,68.0,1970-02-20,SME,UK,1.0,Low,0.154,Grocery,0.45,Card Present,29.23855,Medium Risk,Analyst review,Review within 24 hours,"['High-risk transaction channel', 'High short-term transaction velocity']",High-risk transaction channel,High short-term transaction velocity,,High-risk transaction channel | High short-term transaction velocity
T9008654,2025-02-15 08:40:00,C101859,M101859,Online Banking,61.3,AE,8,0.172,1,0,3,5.3,0.469,0,0,0,True,True,47.0,1970-01-20,Mass,US,1.0,Medium,0.167,Telecom,0.162,Card Present,19.69285,Low Risk,Monitor / sample audit,Weekly monitoring,"['New device activity', 'Elevated merchant risk']",New device activity,Elevated merchant risk,,New device activity | Elevated merchant risk
