transaction_id,event_ts,customer_id,merchant_id,channel,transaction_amount_usd,txn_country,txn_hour,device_risk_score,new_device_flag,velocity_1h,velocity_24h,geo_distance_km,merchant_risk_score,is_night_flag,alert_generated,fraud_label
T9041853,2025-04-08 01:21:00,C102675,M102675,Online Banking,47.94,UK,5,0.318,1,0,2,26.4,0.618,1,0,0
T9024308,2025-02-08 02:49:00,C102676,M102676,Card Not Present,56.82,US,21,0.084,0,1,2,1.5,0.323,0,0,0
T9060376,2025-04-02 00:40:00,C102677,M102677,Card Not Present,30.68,IN,19,0.17,1,0,3,23.5,0.299,0,0,0
T9055209,2025-02-01 16:44:00,C102678,M102678,P2P,77.71,CA,4,0.304,0,2,2,12.8,0.478,1,0,0
T9052784,2025-01-07 06:54:00,C102679,M102679,Online Banking,92.68,IN,20,0.125,0,0,3,32.0,0.135,0,0,0
T9025770,2025-01-24 22:15:00,C102680,M102680,Card Not Present,31.87,SG,17,0.495,0,1,2,17.2,0.109,0,0,0
T9010407,2025-01-06 09:10:00,C102681,M102681,Card Present,71.95,US,3,0.334,0,0,2,24.4,0.228,1,0,0
T9012203,2025-02-21 15:28:00,C102682,M102682,Card Present,56.95,US,0,0.099,0,1,3,8.3,0.513,1,0,0
T9031611,2025-02-04 15:47:00,C102683,M102683,Card Present,64.54,US,18,0.112,0,1,3,20.0,0.299,0,0,0
T9060039,2025-02-27 10:08:00,C102684,M102684,Wire,19.53,SG,22,0.087,1,0,4,10.8,0.474,0,0,0
T9011265,2025-02-26 08:02:00,C102685,M102685,Wire,89.31,US,21,0.338,0,0,3,2.2,0.191,0,0,0
T9045670,2025-04-27 00:17:00,C102686,M102686,Card Not Present,15.01,US,17,0.507,0,1,3,9.4,0.158,0,0,1
T9010206,2025-01-19 07:49:00,C102687,M102687,Card Not Present,50.2,IN,7,0.069,1,0,2,15.9,0.302,0,0,0
T9028712,2025-03-04 12:04:00,C102688,M102688,Online Banking,11.89,DE,2,0.346,0,1,4,3296.1,0.206,1,0,0
T9040018,2025-02-24 14:08:00,C102689,M102689,Online Banking,132.05,US,1,0.174,0,0,4,20.5,0.067,1,0,0
T9025657,2025-02-16 03:08:00,C102690,M102690,Card Not Present,22.21,SG,18,0.472,0,4,7,3.3,0.554,0,0,0
T9009234,2025-01-27 13:21:00,C102691,M102691,Card Present,451.39,IN,9,0.087,0,0,2,2.4,0.286,0,0,0
T9006271,2025-04-04 17:17:00,C102692,M102692,Online Banking,13.68,US,11,0.553,1,1,3,3.4,0.183,0,0,0
T9020468,2025-03-08 06:07:00,C102693,M102693,Card Present,31.09,SG,5,0.214,0,1,4,0.3,0.07,1,0,0
T9003777,2025-02-08 04:25:00,C102694,M102694,Card Not Present,762.83,AE,4,0.351,0,0,2,47.9,0.159,1,1,1
T9032931,2025-02-04 09:24:00,C102695,M102695,Card Present,16.08,CA,21,0.105,0,2,4,17.1,0.554,0,0,0
T9040062,2025-02-08 06:16:00,C102696,M102696,Card Not Present,53.35,BR,5,0.409,0,3,3,3491.1,0.225,1,0,1
T9059419,2025-02-12 06:18:00,C102697,M102697,Card Present,119.41,US,19,0.479,0,2,2,11.8,0.363,0,0,1
T9010186,2025-04-01 10:11:00,C102698,M102698,Online Banking,10.68,SG,16,0.17,0,3,4,11.5,0.567,0,0,0
T9008517,2025-02-13 01:54:00,C102699,M102699,Card Not Present,31.89,US,13,0.244,0,3,7,57.8,0.618,0,0,0
T9048022,2025-01-19 10:32:00,C102700,M102700,Card Not Present,65.62,CA,7,0.431,0,2,3,26.3,0.25,0,0,0
T9060630,2025-01-25 22:32:00,C102701,M102701,P2P,600.78,US,12,0.373,1,2,4,36.9,0.216,0,0,0
T9058562,2025-04-28 15:53:00,C102702,M102702,Online Banking,19.98,IN,2,0.102,0,1,2,74.1,0.077,1,0,0
T9060043,2025-02-21 23:39:00,C102703,M102703,Online Banking,14.3,UK,5,0.43,1,2,5,35.8,0.721,1,0,0
T9053036,2025-01-01 13:40:00,C102704,M102704,Wire,221.21,US,0,0.327,0,4,6,1.5,0.067,1,0,0
T9022926,2025-01-16 16:25:00,C102705,M102705,Online Banking,98.34,US,22,0.483,0,1,2,0.2,0.427,0,0,0
T9041453,2025-04-13 02:46:00,C102706,M102706,P2P,44.88,US,10,0.386,0,0,1,32.1,0.135,0,0,0
T9009025,2025-02-09 16:11:00,C102707,M102707,P2P,96.17,IN,0,0.157,1,2,4,28.0,0.618,1,0,0
T9021930,2025-03-14 07:00:00,C102708,M102708,Card Not Present,25.53,US,4,0.274,1,2,5,20.4,0.232,1,0,0
T9056608,2025-02-20 00:37:00,C102709,M102709,Online Banking,267.0,NG,12,0.163,0,2,8,3882.8,0.567,0,1,1
T9037439,2025-03-12 17:55:00,C102710,M102710,Card Present,22.13,IN,10,0.54,0,1,6,4.5,0.06,0,0,0
T9042839,2025-02-20 03:38:00,C102711,M102711,P2P,57.33,CA,9,0.176,0,1,5,2.2,0.075,0,0,0
T9050377,2025-03-11 17:42:00,C102712,M102712,P2P,168.42,IN,21,0.377,0,1,2,6.2,0.07,0,0,0
T9013664,2025-01-24 23:26:00,C102713,M102713,Card Not Present,16.87,SG,3,0.719,0,2,4,12.6,0.079,1,0,1
T9002863,2025-01-02 00:16:00,C102714,M102714,Card Not Present,59.17,US,10,0.201,0,1,3,4.8,0.06,0,0,0
T9018397,2025-04-25 23:41:00,C102715,M102715,Card Present,72.89,US,1,0.213,0,3,3,54.7,0.554,1,0,0
T9028275,2025-04-18 15:49:00,C102716,M102716,Wire,37.93,US,0,0.443,0,2,2,5.4,0.299,1,0,0
T9007091,2025-02-10 20:06:00,C102717,M102717,Card Not Present,41.9,SG,3,0.16,0,3,5,8.4,0.063,1,0,0
T9003231,2025-02-10 04:12:00,C102718,M102718,Card Not Present,85.97,US,4,0.425,0,0,1,0.1,0.012,1,0,0
T9054213,2025-03-17 11:30:00,C102719,M102719,Card Not Present,127.61,UK,19,0.137,0,2,9,78.9,0.304,0,0,0
T9037802,2025-01-13 01:35:00,C102720,M102720,Card Present,17.67,US,10,0.413,1,1,3,17.4,0.39,0,0,0
T9007836,2025-04-01 17:16:00,C102721,M102721,Card Present,66.09,IN,0,0.249,0,3,5,11.0,0.177,1,0,0
T9005438,2025-01-19 23:57:00,C102722,M102722,Card Present,35.36,UK,20,0.262,0,1,5,9.1,0.163,0,0,0
T9062842,2025-03-26 09:44:00,C102723,M102723,Card Not Present,31.56,US,22,0.225,0,1,4,9.5,0.721,0,0,0
T9061948,2025-04-18 21:55:00,C102724,M102724,Card Not Present,31.67,US,14,0.252,0,1,3,13.3,0.309,0,0,0
T9040625,2025-02-16 05:50:00,C102725,M102725,Card Present,42.38,CA,10,0.11,0,0,4,6.2,0.363,0,0,0
T9004614,2025-02-09 05:08:00,C102726,M102726,Online Banking,32.88,US,1,0.135,0,2,4,61.8,0.08,1,0,0
T9004669,2025-03-23 02:27:00,C102727,M102727,Card Not Present,84.33,US,7,0.206,0,0,4,11.7,0.117,0,0,0
T9025328,2025-01-16 21:18:00,C102728,M102728,Card Not Present,29.84,US,23,0.616,0,2,5,4.2,0.397,1,0,0
T9062212,2025-04-26 17:16:00,C102729,M102729,P2P,347.53,US,10,0.331,0,2,6,18.9,0.203,0,0,1
T9062572,2025-02-11 03:46:00,C102730,M102730,Card Not Present,97.94,SG,22,0.35,0,1,1,19.1,0.44,0,0,0
T9039495,2025-04-28 10:25:00,C102731,M102731,Card Not Present,331.47,US,19,0.566,1,0,5,1.8,0.299,0,0,0
T9019269,2025-04-10 18:20:00,C102732,M102732,Card Present,43.5,UK,17,0.25,0,1,3,13.3,0.337,0,0,0
T9027715,2025-02-22 18:20:00,C102733,M102733,Card Present,325.28,AE,9,0.305,0,1,2,2965.7,0.355,0,0,0
T9003940,2025-02-07 13:56:00,C102734,M102734,Wire,51.59,AE,17,0.482,0,0,4,1508.8,0.388,0,1,1
T9022982,2025-03-08 18:06:00,C102735,M102735,Online Banking,4.93,IN,19,0.212,0,2,4,5.9,0.247,0,0,0
T9001503,2025-02-05 18:18:00,C102736,M102736,Card Present,17.5,US,22,0.639,0,1,3,68.0,0.502,0,0,0
T9037919,2025-03-01 15:36:00,C102737,M102737,Card Present,120.25,US,1,0.429,0,1,5,9.6,0.388,1,0,0
T9003776,2025-01-26 05:58:00,C102738,M102738,Card Present,300.44,US,23,0.258,0,1,5,34.1,0.1,1,0,0
T9021948,2025-02-05 16:59:00,C102739,M102739,Online Banking,67.08,DE,7,0.153,0,1,6,3235.9,0.08,0,0,0
T9008404,2025-01-10 20:38:00,C102740,M102740,Card Not Present,53.27,UK,14,0.341,0,0,3,20.0,0.213,0,0,0
T9063038,2025-04-13 04:49:00,C102741,M102741,Online Banking,34.11,CA,4,0.175,0,0,2,0.5,0.366,1,0,0
T9050688,2025-03-04 01:47:00,C102742,M102742,Online Banking,71.67,GB,22,0.214,1,1,5,1364.8,0.19,0,0,1
T9062507,2025-04-07 07:36:00,C102743,M102743,Online Banking,47.57,US,13,0.036,0,2,4,6.1,0.313,0,0,0
T9017181,2025-04-25 09:32:00,C102744,M102744,P2P,73.48,UK,3,0.189,1,1,5,6.0,0.604,1,0,0
T9025424,2025-03-24 10:51:00,C102745,M102745,Card Present,54.45,IN,19,0.372,0,1,3,22.8,0.101,0,0,0
T9046522,2025-03-06 09:12:00,C102746,M102746,Online Banking,28.32,US,7,0.427,0,2,3,28.6,0.281,0,0,0
T9026920,2025-01-13 04:58:00,C102747,M102747,Wire,131.25,US,14,0.195,0,0,1,11.5,0.155,0,0,0
T9001618,2025-01-13 03:14:00,C102748,M102748,Card Not Present,180.49,CA,14,0.331,1,0,5,65.2,0.137,0,0,0
T9018173,2025-01-27 02:07:00,C102749,M102749,Online Banking,71.13,US,20,0.436,0,2,9,26.6,0.07,0,0,0
T9001166,2025-03-26 15:16:00,C102750,M102750,Online Banking,176.3,UK,1,0.266,0,2,5,11.9,0.251,1,0,0
T9054905,2025-03-02 09:03:00,C102751,M102751,Card Present,60.65,US,6,0.497,1,3,4,0.6,0.158,0,0,0
T9010280,2025-03-10 23:34:00,C102752,M102752,Wire,4.57,US,21,0.276,0,0,3,14.6,0.097,0,0,0
T9038124,2025-02-10 23:49:00,C102753,M102753,Online Banking,90.99,CA,12,0.317,1,0,2,52.0,0.067,0,0,0
T9009639,2025-01-05 16:06:00,C102754,M102754,Online Banking,79.37,US,13,0.356,1,2,4,15.7,0.39,0,0,0
T9040298,2025-03-26 06:05:00,C102755,M102755,Card Not Present,19.31,CA,7,0.119,0,0,4,43.0,0.094,0,0,0
T9024558,2025-01-28 02:57:00,C102756,M102756,Online Banking,35.09,AE,1,0.407,0,0,3,54.4,0.136,1,0,0
T9026938,2025-02-24 06:14:00,C102757,M102757,Card Present,78.81,IN,6,0.2,1,0,0,487.4,0.247,0,0,1
T9053662,2025-01-21 21:48:00,C102758,M102758,Card Not Present,191.58,US,22,0.401,0,1,3,14.4,0.458,0,0,0
T9024775,2025-02-02 03:16:00,C102759,M102759,Online Banking,52.49,US,23,0.446,0,1,3,9.2,0.183,1,0,0
T9031374,2025-01-14 02:18:00,C102760,M102760,P2P,226.83,IN,8,0.038,0,0,1,4.9,0.37,0,0,0
T9012403,2025-01-05 22:16:00,C102761,M102761,Card Present,44.3,US,7,0.129,0,2,7,14.6,0.131,0,0,1
T9001638,2025-02-24 21:51:00,C102762,M102762,Online Banking,140.0,CA,12,0.201,1,1,1,1.7,0.388,0,0,0
T9007205,2025-03-01 16:55:00,C102763,M102763,Card Not Present,57.11,UK,12,0.402,0,2,4,1.1,0.19,0,0,0
T9039413,2025-02-27 22:34:00,C102764,M102764,P2P,22.42,US,5,0.246,0,0,1,25.6,0.377,1,0,0
T9008413,2025-04-01 04:51:00,C102765,M102765,Card Present,9.93,SG,0,0.563,1,1,2,46.0,0.487,1,0,0
T9051751,2025-01-19 18:29:00,C102766,M102766,Online Banking,42.04,IN,8,0.13,0,1,3,51.5,0.561,0,0,0
T9053589,2025-03-14 20:01:00,C102767,M102767,Card Not Present,103.3,UK,20,0.357,0,1,3,4.9,0.135,0,0,0
T9012088,2025-02-03 00:02:00,C102768,M102768,Wire,55.82,US,14,0.21,1,2,3,21.2,0.213,0,0,0
T9011943,2025-01-25 01:38:00,C102769,M102769,Online Banking,77.32,US,3,0.072,0,1,3,23.6,0.191,1,0,0
T9028676,2025-01-02 22:06:00,C102770,M102770,Card Not Present,64.12,UK,2,0.688,0,1,5,96.9,0.02,1,0,0
T9009055,2025-03-23 05:12:00,C102771,M102771,P2P,67.14,IN,11,0.162,0,1,4,10.3,0.443,0,0,0
T9002605,2025-02-21 10:48:00,C102772,M102772,P2P,30.84,SG,7,0.371,1,0,4,2.2,0.052,0,0,0
T9044198,2025-03-28 15:26:00,C102773,M102773,Card Present,35.15,US,15,0.45,1,0,1,20.8,0.251,0,0,0
T9055017,2025-03-23 01:59:00,C102774,M102774,Card Not Present,213.54,US,17,0.254,1,4,5,3.1,0.469,0,0,0
T9006383,2025-04-08 14:07:00,C102775,M102775,Card Not Present,124.38,US,14,0.589,0,1,2,12.6,0.319,0,0,0
T9054325,2025-04-28 04:03:00,C102776,M102776,Card Present,52.19,IN,15,0.548,0,1,2,3.6,0.625,0,0,0
T9064978,2025-02-19 02:32:00,C102777,M102777,Card Present,52.69,US,5,0.088,0,1,2,1.9,0.176,1,0,0
T9044952,2025-02-24 02:25:00,C102778,M102778,P2P,71.51,SG,14,0.485,0,2,3,12.8,0.218,0,0,0
T9011868,2025-03-09 23:42:00,C102779,M102779,Card Not Present,22.36,US,16,0.467,0,0,3,64.8,0.376,0,0,0
T9032474,2025-03-28 22:15:00,C102780,M102780,Card Not Present,115.77,CA,23,0.348,0,1,1,6.6,0.193,1,0,0
T9039872,2025-01-04 12:45:00,C102781,M102781,Card Present,9.25,CA,15,0.297,0,1,4,4.5,0.121,0,0,0
T9044068,2025-02-22 17:20:00,C102782,M102782,Card Not Present,37.99,US,23,0.247,0,1,3,1.4,0.281,1,0,0
T9060104,2025-02-15 19:48:00,C102783,M102783,Card Not Present,54.54,UK,18,0.256,0,0,3,29.1,0.355,0,0,0
T9064279,2025-03-18 10:26:00,C102784,M102784,Card Not Present,253.93,UK,22,0.501,1,1,1,27.8,0.313,0,0,0
T9017556,2025-01-11 11:30:00,C102785,M102785,P2P,70.9,US,5,0.491,0,0,2,72.7,0.046,1,0,0
T9025607,2025-02-08 05:23:00,C102786,M102786,P2P,6.55,US,11,0.126,0,0,2,5.8,0.632,0,0,0
T9043836,2025-01-20 17:39:00,C102787,M102787,Card Not Present,162.06,UK,15,0.235,0,2,3,13.3,0.519,0,0,0
T9062685,2025-02-07 05:19:00,C102788,M102788,Wire,104.95,US,10,0.702,0,0,2,18.8,0.304,0,0,0
T9055851,2025-01-09 19:42:00,C102789,M102789,Card Not Present,139.48,US,22,0.098,0,1,4,40.3,0.39,0,0,0
T9040700,2025-04-16 07:06:00,C102790,M102790,P2P,49.21,UK,3,0.065,0,3,6,7.0,0.363,1,0,0
T9029972,2025-01-20 17:05:00,C102791,M102791,P2P,93.06,US,14,0.129,0,0,2,6.8,0.478,0,0,0
T9016307,2025-01-12 02:44:00,C102792,M102792,Card Present,21.68,AE,15,0.227,0,2,8,29.6,0.475,0,0,0
T9042647,2025-03-10 05:26:00,C102793,M102793,P2P,131.41,SG,3,0.334,1,0,5,2.2,0.316,1,0,0
T9003461,2025-01-15 11:25:00,C102794,M102794,Card Present,66.24,US,0,0.175,0,0,2,27.5,0.19,1,0,0
T9027688,2025-04-01 16:53:00,C102795,M102795,Online Banking,76.24,US,19,0.26,0,0,1,19.8,0.117,0,0,0
T9012471,2025-01-13 16:31:00,C102796,M102796,Card Present,37.21,US,10,0.636,0,0,1,5.5,0.567,0,0,0
T9011761,2025-03-13 07:22:00,C102797,M102797,Card Not Present,25.7,US,21,0.427,0,3,5,23.0,0.162,0,0,0
T9048360,2025-01-19 12:48:00,C102798,M102798,Card Present,35.95,US,21,0.608,0,3,6,7.9,0.427,0,0,0
T9041100,2025-02-17 22:29:00,C102799,M102799,Card Present,186.03,IN,3,0.32,0,0,1,2.2,0.286,1,0,0
T9003789,2025-04-26 18:49:00,C102800,M102800,Card Present,77.18,AE,19,0.085,0,1,4,10.3,0.241,0,0,0
T9049667,2025-04-27 15:34:00,C102801,M102801,Wire,50.75,AE,18,0.087,1,3,6,5.2,0.054,0,0,0
T9013695,2025-04-17 20:08:00,C102802,M102802,Online Banking,107.06,IN,0,0.068,0,1,5,5.2,0.673,1,0,0
T9040812,2025-04-01 00:24:00,C102803,M102803,Card Present,28.38,US,10,0.281,1,1,7,25.2,0.134,0,0,0
T9004148,2025-02-08 20:47:00,C102804,M102804,Online Banking,12.42,US,18,0.485,0,0,3,24.1,0.181,0,0,0
T9057717,2025-03-25 13:17:00,C102805,M102805,Card Not Present,59.28,US,11,0.073,0,0,1,3.0,0.618,0,0,0
T9033565,2025-01-22 05:39:00,C102806,M102806,P2P,10.29,SG,0,0.278,0,0,1,7.5,0.39,1,0,0
T9035091,2025-01-03 12:55:00,C102807,M102807,P2P,152.32,AE,14,0.036,0,0,0,36.8,0.068,0,0,0
T9017249,2025-02-12 20:29:00,C102808,M102808,P2P,28.59,IN,11,0.286,0,2,4,53.3,0.183,0,0,0
T9002758,2025-04-16 09:10:00,C102809,M102809,Card Present,14.39,AE,12,0.315,0,1,3,3635.9,0.163,0,0,0
T9025438,2025-03-29 13:36:00,C102810,M102810,Online Banking,15.48,US,3,0.178,0,4,6,38.9,0.111,1,0,0
T9053354,2025-01-30 18:54:00,C102811,M102811,Card Present,64.93,DE,14,0.178,0,1,5,630.1,0.077,0,0,0
T9045526,2025-02-28 21:00:00,C102812,M102812,P2P,37.0,IN,5,0.398,1,0,0,5.0,0.425,1,0,0
T9034163,2025-01-26 00:21:00,C102813,M102813,Card Present,55.73,US,21,0.633,1,0,1,2.3,0.366,0,0,0
T9037111,2025-03-07 20:22:00,C102814,M102814,Card Present,98.85,US,2,0.221,0,3,8,2.4,0.443,1,0,0
T9038946,2025-01-21 12:43:00,C102815,M102815,Card Not Present,26.77,AE,7,0.554,0,1,6,573.8,0.443,0,0,0
T9033254,2025-03-05 14:26:00,C102816,M102816,Card Present,24.26,US,8,0.086,1,0,5,38.4,0.355,0,0,0
T9061018,2025-01-04 20:57:00,C102817,M102817,Card Not Present,116.71,SG,5,0.247,0,0,0,541.6,0.388,1,0,0
T9015697,2025-03-13 09:06:00,C102818,M102818,Card Present,45.39,IN,1,0.339,1,1,5,6.0,0.159,1,0,0
T9032659,2025-04-11 08:13:00,C102819,M102819,P2P,18.34,DE,7,0.233,0,4,5,2179.2,0.071,0,1,0
T9063463,2025-02-08 00:32:00,C102820,M102820,Card Not Present,51.9,US,15,0.182,0,0,5,17.2,0.083,0,0,0
T9064958,2025-03-11 08:29:00,C102821,M102821,Card Present,75.34,US,2,0.158,0,0,4,5.5,0.513,1,0,0
T9063805,2025-01-27 10:58:00,C102822,M102822,Online Banking,525.71,IN,3,0.36,0,1,5,29.8,0.187,1,0,0
T9035603,2025-02-21 13:51:00,C102823,M102823,Card Present,78.49,US,4,0.068,0,0,1,7.3,0.148,1,0,0
T9012216,2025-02-19 00:42:00,C102824,M102824,Online Banking,1005.49,GB,16,0.265,1,3,6,429.1,0.469,0,0,0
T9026740,2025-03-12 21:46:00,C102825,M102825,Card Present,20.09,CA,1,0.199,0,0,2,10.3,0.171,1,0,0
T9036219,2025-04-19 13:44:00,C102826,M102826,Online Banking,74.82,AE,21,0.06,1,1,4,4.6,0.078,0,0,0
T9027550,2025-03-18 00:56:00,C102827,M102827,Card Not Present,53.14,US,23,0.265,0,2,6,46.0,0.302,1,0,0
T9059954,2025-04-01 10:04:00,C102828,M102828,Card Present,25.58,IN,18,0.292,0,0,4,0.9,0.213,0,0,0
T9054694,2025-01-28 01:01:00,C102829,M102829,Card Not Present,24.77,US,13,0.531,0,1,4,9.3,0.188,0,0,0
T9001584,2025-04-20 03:49:00,C102830,M102830,Online Banking,189.87,US,10,0.334,0,0,8,14.9,0.415,0,0,0
T9008972,2025-02-26 11:26:00,C102831,M102831,P2P,101.72,US,16,0.378,0,3,5,0.6,0.159,0,0,0
T9032091,2025-02-27 02:48:00,C102832,M102832,Card Present,28.74,US,18,0.33,0,2,5,44.3,0.198,0,0,0
T9040226,2025-02-27 10:50:00,C102833,M102833,Card Not Present,67.54,US,17,0.386,0,1,3,32.5,0.053,0,0,0
T9063894,2025-03-08 15:37:00,C102834,M102834,P2P,642.84,US,11,0.192,0,2,6,38.8,0.443,0,0,0
T9055800,2025-04-19 15:14:00,C102835,M102835,Card Not Present,75.98,CA,23,0.224,0,0,2,22.2,0.286,1,0,0
T9018182,2025-02-08 05:41:00,C102836,M102836,Card Present,37.93,US,2,0.364,0,0,2,3.1,0.072,1,0,0
T9021610,2025-01-28 19:40:00,C102837,M102837,Card Not Present,105.64,DE,18,0.413,0,2,4,7993.8,0.07,0,0,0
T9021877,2025-01-08 10:58:00,C102838,M102838,Card Present,56.22,US,10,0.379,0,1,3,14.9,0.19,0,0,0
T9053366,2025-04-08 14:12:00,C102839,M102839,P2P,51.13,US,16,0.312,0,1,4,18.5,0.138,0,0,0
T9006656,2025-04-26 04:05:00,C102840,M102840,Card Present,7.42,US,10,0.076,0,0,2,15.1,0.077,0,0,0
T9021111,2025-04-23 01:55:00,C102841,M102841,Card Not Present,216.64,US,9,0.239,0,1,4,12.8,0.052,0,0,0
T9000906,2025-04-26 16:06:00,C102842,M102842,Card Not Present,206.04,US,21,0.259,0,1,2,22.1,0.309,0,0,0
T9051519,2025-01-10 12:10:00,C102843,M102843,Online Banking,66.76,US,5,0.262,0,2,6,27.2,0.353,1,0,0
T9064344,2025-02-05 13:27:00,C102844,M102844,Card Not Present,69.64,US,0,0.083,1,0,1,5.9,0.053,1,0,0
T9037159,2025-01-11 03:46:00,C102845,M102845,Card Not Present,113.83,IN,12,0.248,0,1,4,3.4,0.567,0,0,0
T9043354,2025-01-03 12:12:00,C102846,M102846,Card Present,160.61,US,7,0.451,0,3,5,39.9,0.077,0,0,0
T9015606,2025-02-08 09:55:00,C102847,M102847,Card Present,52.89,IN,1,0.155,1,3,3,20.6,0.137,1,0,0
T9014081,2025-04-17 03:53:00,C102848,M102848,Wire,63.56,IN,5,0.36,0,3,5,10.7,0.148,1,0,0
T9022562,2025-03-10 18:38:00,C102849,M102849,Card Present,57.85,US,10,0.193,0,0,0,3.3,0.332,0,0,0
T9044697,2025-04-24 04:12:00,C102850,M102850,Card Present,46.64,SG,11,0.386,1,0,4,812.6,0.147,0,0,0
T9016586,2025-02-11 12:30:00,C102851,M102851,P2P,89.78,US,6,0.394,0,1,2,5.9,0.092,0,0,0
T9029852,2025-02-15 13:07:00,C102852,M102852,P2P,61.52,UK,9,0.385,0,0,3,5.9,0.487,0,0,0
T9001621,2025-03-16 12:12:00,C102853,M102853,Card Present,43.45,IN,1,0.269,0,1,5,42.3,0.251,1,0,0
T9003222,2025-02-28 09:28:00,C102854,M102854,Card Not Present,83.69,US,2,0.347,1,3,5,42.8,0.114,1,0,0
T9012248,2025-01-03 22:17:00,C102855,M102855,Card Present,41.65,SG,17,0.166,0,0,4,0.2,0.234,0,0,0
T9040917,2025-04-06 04:12:00,C102856,M102856,Card Not Present,37.35,IN,3,0.474,0,1,5,20.6,0.583,1,0,0
T9059118,2025-03-17 05:27:00,C102857,M102857,Card Present,29.28,GB,14,0.162,0,1,1,9014.0,0.353,0,0,0
T9033841,2025-03-20 04:28:00,C102858,M102858,Card Not Present,17.36,IN,22,0.533,0,2,6,10.3,0.353,0,0,0
T9055699,2025-04-13 07:51:00,C102859,M102859,Card Present,69.74,AE,1,0.021,0,2,3,641.0,0.461,1,0,0
T9005118,2025-04-10 18:05:00,C102860,M102860,Card Present,109.06,IN,20,0.292,1,1,3,47.8,0.44,0,0,0
T9006821,2025-02-07 08:34:00,C102861,M102861,Card Not Present,72.48,US,10,0.288,0,0,1,24.2,0.427,0,0,0
T9005137,2025-04-16 15:22:00,C102862,M102862,Card Not Present,104.05,IN,11,0.148,1,3,5,4.4,0.162,0,0,0
T9057423,2025-01-23 14:50:00,C102863,M102863,Online Banking,39.51,US,23,0.172,0,1,5,33.4,0.286,1,0,0
T9014076,2025-03-27 08:12:00,C102864,M102864,Online Banking,52.77,US,15,0.171,0,3,3,2212.4,0.225,0,0,0
T9063120,2025-02-21 08:32:00,C102865,M102865,Online Banking,40.65,US,20,0.163,0,2,5,7.0,0.077,0,0,0
T9008500,2025-01-15 15:30:00,C102866,M102866,Card Present,43.6,US,19,0.27,0,2,4,34.7,0.097,0,0,0
T9052986,2025-04-12 17:58:00,C102867,M102867,P2P,30.55,IN,4,0.119,0,0,3,8.1,0.08,1,0,0
T9021297,2025-03-31 19:35:00,C102868,M102868,Card Present,51.04,UK,16,0.18,0,0,5,17.6,0.092,0,0,0
T9007177,2025-01-03 19:01:00,C102869,M102869,Card Present,260.04,AE,14,0.133,0,3,5,58.2,0.292,0,0,1
T9054746,2025-01-15 09:54:00,C102870,M102870,Card Not Present,23.05,US,0,0.246,0,1,5,14.5,0.134,1,0,0
T9001053,2025-03-11 22:28:00,C102871,M102871,Card Not Present,76.04,NG,18,0.456,0,2,9,411.4,0.269,0,0,1
T9062146,2025-04-25 20:29:00,C102872,M102872,Card Present,36.2,IN,1,0.398,0,1,3,20.2,0.145,1,0,0
T9059330,2025-01-14 12:25:00,C102873,M102873,Card Present,93.47,US,16,0.139,0,1,3,93.8,0.355,0,0,0
T9035875,2025-01-14 19:47:00,C102874,M102874,P2P,43.16,UK,18,0.461,1,0,3,13.0,0.374,0,0,0
T9062165,2025-04-27 05:24:00,C102875,M102875,Card Present,50.06,CA,3,0.114,0,1,2,2.6,0.046,1,0,0
T9029507,2025-03-11 09:18:00,C102876,M102876,Card Present,81.52,IN,15,0.552,0,2,4,1.2,0.147,0,0,0
T9041189,2025-02-07 17:18:00,C102877,M102877,Card Present,10.28,US,11,0.345,0,1,5,3.4,0.302,0,0,0
T9042027,2025-03-02 19:06:00,C102878,M102878,Wire,53.89,SG,16,0.692,0,2,4,21.1,0.162,0,1,0
T9008051,2025-04-07 04:55:00,C102879,M102879,Online Banking,52.56,NG,8,0.177,0,0,2,3149.8,0.094,0,0,0
T9029950,2025-02-07 02:41:00,C102880,M102880,Card Present,124.29,UK,3,0.088,0,0,2,48.3,0.203,1,0,0
T9017462,2025-01-31 20:45:00,C102881,M102881,Card Present,47.67,UK,4,0.109,0,0,3,5.4,0.483,1,0,0
T9016469,2025-03-27 20:40:00,C102882,M102882,Card Not Present,159.54,IN,13,0.204,0,0,2,1986.2,0.247,0,0,0
T9035557,2025-03-06 02:06:00,C102883,M102883,Online Banking,89.83,US,9,0.285,0,1,3,12.1,0.315,0,0,0
T9053162,2025-04-06 14:22:00,C102884,M102884,Card Not Present,33.19,AE,11,0.562,0,1,2,29.8,0.1,0,0,0
T9037424,2025-04-25 02:26:00,C102885,M102885,Card Not Present,6.22,BR,7,0.264,0,1,4,4481.4,0.176,0,0,0
T9015356,2025-04-28 00:09:00,C102886,M102886,Card Not Present,141.38,US,4,0.24,0,3,6,7.5,0.134,1,0,0
T9051500,2025-02-16 21:32:00,C102887,M102887,Online Banking,55.18,IN,2,0.18,0,1,6,17.6,0.162,1,0,0
T9005428,2025-03-15 22:35:00,C102888,M102888,Card Present,266.64,IN,19,0.327,0,2,5,43.2,0.137,0,0,0
T9035389,2025-01-24 00:49:00,C102889,M102889,Wire,21.4,UK,17,0.149,0,1,2,14.4,0.315,0,0,0
T9031211,2025-01-12 13:50:00,C102890,M102890,P2P,41.92,NG,14,0.064,0,1,3,1651.1,0.483,0,0,0
